,match_api_id,home_team_api_id,away_team_api_id,season,date,result_label,away_Attacker_rating,home_Attacker_rating,away_Defender_rating,home_Defender_rating,away_Goalkeeper_rating,home_Goalkeeper_rating,HEAD_2_HEAD_HOME_TEAM_WINS,HEAD_2_HEAD_HOME_TEAM_LOSS,HEAD_2_HEAD_DRAW,HOME_WIN_RATE,HOME_WIN_RATE_THIS_SEASON,AWAY_WIN_RATE,AWAY_WIN_RATE_THIS_SEASON,AWAY_WIN_RATE_AT_THIS_GROUND
30,665438,9985,10000,2009/2010,2009-10-24,DRAW,63.66666667,67.0,63.33333333,70.0,67.0,63.0,0.0,0.0,1.0,0.666666666667,0.5,0.166666666667,0.25,
31,665443,9984,8571,2009/2010,2009-10-24,DRAW,64.0,65.0,63.5,65.0,64.0,62.0,,,,0.25,0.2,0.25,0.25,
32,665445,8203,8635,2009/2010,2009-10-25,AWAY_WIN,74.0,65.5,67.75,57.66666667,71.0,70.0,1.0,0.0,0.0,1.0,1.0,0.6,0.666666666667,0.0
33,665536,8635,9994,2009/2010,2009-10-31,HOME_WIN,67.5,74.0,57.5,68.6,61.0,71.0,,,,0.75,0.6,0.0,0.0,
34,665541,9991,9993,2009/2010,2009-11-01,AWAY_WIN,62.5,69.5,65.0,67.66666667,64.0,71.0,,,,0.833333333333,1.0,0.25,0.25,
35,665543,8571,8203,2009/2010,2009-10-31,HOME_WIN,65.5,64.0,57.66666667,63.33333333,70.0,64.0,,,,0.333333333333,0.333333333333,0.333333333333,0.4,
36,665548,9985,8342,2009/2010,2009-11-08,HOME_WIN,69.0,77.0,67.6,66.2,73.0,70.0,1.0,0.0,0.0,0.5,0.333333333333,0.5,0.666666666667,0.0
37,665554,9984,10001,2009/2010,2009-11-07,HOME_WIN,64.0,65.0,65.0,64.0,67.0,62.0,1.0,0.0,0.0,0.222222222222,0.166666666667,0.0,0.0,0.0
38,665556,9994,8571,2009/2010,2009-11-07,DRAW,64.0,67.66666667,63.33333333,0.0,64.0,61.0,,,,0.0,0.0,0.2,0.2,
39,665570,8635,9999,2009/2010,2009-11-21,HOME_WIN,62.5,73.5,60.0,68.6,64.0,71.0,1.0,0.0,0.0,0.777777777778,0.666666666667,0.0,0.0,0.0
40,665574,10000,8203,2009/2010,2009-11-22,HOME_WIN,65.5,64.0,59.33333333,60.66666667,70.0,67.0,,,,0.166666666667,0.25,0.285714285714,0.333333333333,
41,665575,9991,9985,2009/2010,2009-11-21,HOME_WIN,71.5,69.0,66.75,66.66666667,70.0,71.0,0.0,1.0,0.0,0.714285714286,0.75,0.428571428571,0.4,1.0
42,665586,8635,8571,2009/2010,2009-11-27,HOME_WIN,66.0,72.66666667,63.66666667,70.6,67.0,71.0,1.0,0.0,0.0,0.8,0.714285714286,0.166666666667,0.166666666667,
43,665591,9991,9984,2009/2010,2009-11-28,HOME_WIN,0.0,70.0,64.0,68.0,62.0,71.0,1.0,0.0,0.0,0.75,0.8,0.0,0.0,0.0
44,665596,9993,9999,2009/2010,2009-11-28,HOME_WIN,66.0,67.5,61.5,65.6,64.0,66.0,,,,0.6,0.6,0.0,0.0,
45,665598,9985,9993,2009/2010,2009-12-05,DRAW,67.5,69.0,65.6,70.66666667,66.0,71.0,0.0,0.0,1.0,0.6,0.5,0.4,0.4,
46,665603,9984,8635,2009/2010,2009-12-06,AWAY_WIN,72.0,64.0,70.6,63.75,71.0,64.0,0.0,1.0,0.0,0.3,0.285714285714,0.666666666667,0.75,
47,665604,9994,8342,2009/2010,2009-12-06,AWAY_WIN,70.0,68.0,69.4,66.0,72.0,61.0,0.0,1.0,0.0,0.0,0.0,0.428571428571,0.5,
48,665619,10000,9984,2009/2010,2009-12-13,HOME_WIN,0.0,67.0,64.4,61.0,64.0,67.0,0.0,0.0,1.0,0.285714285714,0.4,0.0,0.0,
