match_api_id,home_team_api_id,away_team_api_id,season,date,result_label,away_Attacker_rating,home_Attacker_rating,away_Defender_rating,home_Defender_rating,away_Goalkeeper_rating,home_Goalkeeper_rating
1025946,8602,9825,2011/2012,4/11/12 0:00,AWAY_WIN,85,73,80.33333333,70.16666667,80,77
1025952,9825,8528,2011/2012,4/16/12 0:00,AWAY_WIN,71,85,72.4,80.33333333,77,80
1025958,8559,8586,2011/2012,5/2/12 0:00,AWAY_WIN,82,72.5,77.8,71.25,81,73
1025961,8455,10261,2011/2012,5/2/12 0:00,AWAY_WIN,80.66666667,82,75,79.2,78,84
1025964,8650,9879,2011/2012,5/1/12 0:00,AWAY_WIN,78,78,75.5,74.8,80,75
1025969,10260,10252,2011/2012,4/15/12 0:00,HOME_WIN,71,90,72.4,81.33333333,82,78
1025975,9850,8456,2011/2012,4/14/12 0:00,AWAY_WIN,86.5,72,81,68.25,83,74
1025978,10194,8668,2011/2012,5/1/12 0:00,DRAW,75.66666667,76,76.5,75.25,80,76
1025982,8472,8602,2011/2012,4/14/12 0:00,DRAW,74.5,78,70.8,72.33333333,77,74
1025987,10003,8655,2011/2012,4/14/12 0:00,HOME_WIN,72,74.25,68.5,71,78,81
1025993,8659,10172,2011/2012,4/14/12 0:00,HOME_WIN,73,73,73.8,70,76,78
1025999,9825,8455,2011/2012,4/21/12 0:00,DRAW,81,85,78,80,84,80
1026004,10252,8472,2011/2012,4/21/12 0:00,DRAW,78,71,73.75,70.8,74,82
1026009,8655,9850,2011/2012,4/21/12 0:00,HOME_WIN,72,72,68.25,70,74,78
1026016,8559,10003,2011/2012,4/21/12 0:00,DRAW,74.25,73,71,71.75,81,73
1026023,9879,8528,2011/2012,4/21/12 0:00,HOME_WIN,71,78,72.4,76,77,80
1026027,8650,8659,2011/2012,4/22/12 0:00,AWAY_WIN,76.5,80.66666667,71.75,79.2,78,85
1026031,10260,8668,2011/2012,4/22/12 0:00,DRAW,76,90,76.5,81.33333333,80,78
1026042,10261,10194,2011/2012,4/21/12 0:00,HOME_WIN,75,80.66666667,73.4,76.6,76,78
1026044,10172,8586,2011/2012,4/21/12 0:00,HOME_WIN,81,73,79,73.8,81,76
1026048,8602,8456,2011/2012,4/22/12 0:00,AWAY_WIN,86.5,72.5,81,71,83,70
1026055,8455,10172,2011/2012,4/29/12 0:00,HOME_WIN,74.25,81,73.75,80.75,76,84
1026060,8668,9879,2011/2012,4/28/12 0:00,HOME_WIN,78,76,76,76.5,80,80
1026062,8456,10260,2011/2012,4/30/12 0:00,HOME_WIN,90,86.5,81,81,78,83
1026067,9850,8650,2011/2012,4/28/12 0:00,AWAY_WIN,83,73,80.25,68.25,85,74
1026072,10194,9825,2011/2012,4/28/12 0:00,DRAW,85,75,80,73.25,80,76
1026075,8472,8559,2011/2012,4/28/12 0:00,DRAW,72.5,75,71.25,73.4,73,77
1026081,10003,8602,2011/2012,4/28/12 0:00,DRAW,74.33333333,74.25,73,71.33333333,70,81
1026084,8586,8655,2011/2012,4/29/12 0:00,HOME_WIN,72,82,70,77.8,78,81
1026089,8659,10252,2011/2012,4/28/12 0:00,DRAW,75,76.5,73.28571429,71.75,82,78
1026093,8528,10261,2011/2012,4/28/12 0:00,HOME_WIN,80.66666667,71,76.6,72.4,78,77
1026108,9825,9850,2011/2012,5/5/12 0:00,DRAW,70.5,85,70.33333333,80,74,80
1026112,10252,8586,2011/2012,5/6/12 0:00,DRAW,82,0,77.8,73.28571429,81,82
1026118,8655,8528,2011/2012,5/7/12 0:00,AWAY_WIN,71,72.5,72.4,72.5,77,78
1026122,8559,8659,2011/2012,5/6/12 0:00,DRAW,71.5,72.5,71.2,71.25,78,73
1026125,9879,8472,2011/2012,5/6/12 0:00,HOME_WIN,69,78,73.4,75.5,74,80
1026131,8650,8455,2011/2012,5/8/12 0:00,HOME_WIN,82,82,77.75,80.25,72,85
1026135,10260,10003,2011/2012,5/6/12 0:00,HOME_WIN,74.25,86.5,71,81,81,78
1026141,10261,8456,2011/2012,5/6/12 0:00,AWAY_WIN,86.5,80.66666667,81,75,83,78
1026146,10172,10194,2011/2012,5/6/12 0:00,HOME_WIN,74.33333333,72.33333333,75.25,73.75,75,76
1026150,8602,8668,2011/2012,5/6/12 0:00,DRAW,77,74.33333333,76.5,71.6,80,70
1026161,8455,8655,2011/2012,5/13/12 0:00,HOME_WIN,72,77.5,70.6,74.5,57,72
1026165,8668,10261,2011/2012,5/13/12 0:00,HOME_WIN,80.66666667,76,75,77.5,78,80
1026167,8456,10172,2011/2012,5/13/12 0:00,HOME_WIN,75.33333333,86.5,73.75,81,76,83
1026180,9850,10252,2011/2012,5/13/12 0:00,HOME_WIN,75,70.5,73.14285714,70.33333333,82,74
1026183,10194,8559,2011/2012,5/13/12 0:00,DRAW,73,75,67.25,75.25,73,75
1026188,8472,10260,2011/2012,5/13/12 0:00,AWAY_WIN,90,72,80.5,74.75,78,74
1026194,10003,8650,2011/2012,5/13/12 0:00,HOME_WIN,82,74.25,79.5,71,75,81
1026201,8586,9879,2011/2012,5/13/12 0:00,HOME_WIN,76,82,75.5,78.75,80,81
1026210,8528,8602,2011/2012,5/13/12 0:00,HOME_WIN,72.66666667,71,71.6,72.25,70,77
1024396,9825,10003,2011/2012,9/10/11 0:00,HOME_WIN,73.66666667,84,69.5,79.5,78,79
1024401,8559,10260,2011/2012,9/10/11 0:00,AWAY_WIN,86,72.5,80.75,69.75,80,78
1024403,8668,10252,2011/2012,9/10/11 0:00,DRAW,78.5,80,76.25,77,82,81
1024407,9879,8655,2011/2012,9/11/11 0:00,DRAW,75,80,75.25,76.5,79,81
1024412,8456,8528,2011/2012,9/10/11 0:00,HOME_WIN,72.33333333,87,73.33333333,81,76,83
1024415,9850,8659,2011/2012,9/11/11 0:00,AWAY_WIN,76.5,69.5,74.25,68.5,78,62
1024417,10172,10261,2011/2012,9/12/11 0:00,DRAW,71.5,73,76.2,73.5,74,73
1024421,10194,8650,2011/2012,9/10/11 0:00,HOME_WIN,82,75,80,76,84,76
1024424,8472,8455,2011/2012,9/10/11 0:00,AWAY_WIN,80.5,79,83.5,74.75,85,74
1024427,8602,8586,2011/2012,9/10/11 0:00,AWAY_WIN,81.5,77,77.5,72.4,81,75
1024438,10252,10261,2011/2012,9/17/11 0:00,DRAW,75.5,78.5,76.2,76.25,74,82
1024440,8655,9825,2011/2012,9/17/11 0:00,HOME_WIN,85,73,81,75.25,79,79
1024443,8559,9850,2011/2012,9/17/11 0:00,AWAY_WIN,69.5,74,68.5,70.2,69,78
1024445,8668,8528,2011/2012,9/17/11 0:00,HOME_WIN,72.33333333,80,72.66666667,77,76,81
1024449,9879,8456,2011/2012,9/18/11 0:00,DRAW,85,80,81,74.75,83,81
1024452,10260,8455,2011/2012,9/18/11 0:00,HOME_WIN,83,86,83.5,78.25,85,80
1024455,8472,10194,2011/2012,9/18/11 0:00,HOME_WIN,74,79,77,75,76,74
1024459,10003,8659,2011/2012,9/17/11 0:00,HOME_WIN,76.5,72,72.5,69,78,78
1024464,8586,8650,2011/2012,9/18/11 0:00,HOME_WIN,83,81.5,80,77.5,84,81
1024468,8602,10172,2011/2012,9/17/11 0:00,AWAY_WIN,73,78,73.5,72,73,75
1024479,9825,8559,2011/2012,9/24/11 0:00,HOME_WIN,73,84,71.16666667,79.5,78,79
1024482,8455,10003,2011/2012,9/24/11 0:00,HOME_WIN,72,83.5,69,83,78,85
1024484,8650,8602,2011/2012,9/24/11 0:00,HOME_WIN,72.5,83,72.4,78.6,75,84
1024490,8456,8668,2011/2012,9/24/11 0:00,HOME_WIN,80,85,77,81,81,83
1024492,10261,8655,2011/2012,9/24/11 0:00,HOME_WIN,73,75.5,75,76.2,79,74
1024497,9850,8472,2011/2012,9/26/11 0:00,HOME_WIN,79,69.5,75,68.5,74,69
1024502,10172,10252,2011/2012,9/25/11 0:00,DRAW,75,73,76.25,73,82,73
1024506,10194,10260,2011/2012,9/24/11 0:00,DRAW,82,75,82.66666667,76,80,76
1024510,8659,9879,2011/2012,9/24/11 0:00,DRAW,74.5,76.5,75.25,71.33333333,81,78
1024515,8528,8586,2011/2012,9/24/11 0:00,AWAY_WIN,82,71,77.6,71.5,81,76
1024525,10252,8528,2011/2012,10/1/11 0:00,HOME_WIN,71,78.5,72.2,76.25,76,82
1024531,8655,8456,2011/2012,10/1/11 0:00,AWAY_WIN,83.5,74,79.75,77,83,79
1024534,8559,8455,2011/2012,10/2/11 0:00,AWAY_WIN,83,74,83.25,73.8,85,71
1024537,8668,8650,2011/2012,10/1/11 0:00,AWAY_WIN,81.66666667,79.5,78.6,77,84,81
1024539,9879,10172,2011/2012,10/2/11 0:00,HOME_WIN,73,78.66666667,71.8,75.25,73,81
1024542,10260,9850,2011/2012,10/1/11 0:00,HOME_WIN,69.5,86,68.5,78.66666667,69,74
1024545,8472,8659,2011/2012,10/1/11 0:00,DRAW,76.5,79,71.33333333,75.25,78,74
1024547,10003,10194,2011/2012,10/2/11 0:00,HOME_WIN,75,73.66666667,76,69,76,78
1024549,8586,9825,2011/2012,10/2/11 0:00,HOME_WIN,84,81.5,77.75,77.5,79,81
1024554,8602,10261,2011/2012,10/1/11 0:00,AWAY_WIN,75.5,77,76.2,72.4,74,75
1024563,9825,8472,2011/2012,10/16/11 0:00,HOME_WIN,0,84,75.25,74.5,74,79
1024568,8455,8668,2011/2012,10/15/11 0:00,HOME_WIN,79.5,83,77,83,81,85
1024573,8650,10260,2011/2012,10/15/11 0:00,DRAW,0,82,80,78.6,80,84
1024576,8456,10252,2011/2012,10/15/11 0:00,HOME_WIN,78.5,81,76,81.2,82,83
1024581,10261,8586,2011/2012,10/16/11 0:00,DRAW,82,75.5,77.5,76.2,81,74
1024589,9850,10003,2011/2012,10/15/11 0:00,HOME_WIN,73.66666667,69.5,69,68.5,78,69
1024595,10172,8655,2011/2012,10/15/11 0:00,DRAW,71,67.5,75,73,79,73
1024601,10194,9879,2011/2012,10/15/11 0:00,HOME_WIN,78.66666667,75,76.25,75,81,76
1024605,8659,8602,2011/2012,10/16/11 0:00,HOME_WIN,74,75,72.4,71.8,75,78
1024609,8528,8559,2011/2012,10/15/11 0:00,AWAY_WIN,73,71,73.4,71.75,78,76
1024614,9825,10194,2011/2012,10/23/11 0:00,HOME_WIN,75,83,75,79,76,79
1024627,10252,8659,2011/2012,10/22/11 0:00,AWAY_WIN,76.5,78.5,71.8,73.8,78,82
1024632,8655,8586,2011/2012,10/23/11 0:00,AWAY_WIN,82,74,76.25,76,81,79
1024635,8559,8472,2011/2012,10/22/11 0:00,AWAY_WIN,74.5,73,75.33333333,73.4,74,78
1024638,9879,8668,2011/2012,10/23/11 0:00,AWAY_WIN,69,78.66666667,77.25,75.25,81,81
1024644,8650,9850,2011/2012,10/22/11 0:00,DRAW,69.5,81,68.5,79.75,69,84
1024649,10260,8456,2011/2012,10/23/11 0:00,AWAY_WIN,83.5,90,81,81,83,80
1024654,10261,8528,2011/2012,10/22/11 0:00,HOME_WIN,73.5,75.5,73.25,76.2,76,74
1024658,10172,8455,2011/2012,10/23/11 0:00,HOME_WIN,83,68,82.8,72,85,73
1024662,8602,10003,2011/2012,10/22/11 0:00,DRAW,73.66666667,73.33333333,69,72.4,78,75
1228229,9825,8472,2012/2013,8/18/12 0:00,DRAW,73,81.66666667,74.33333333,76,76,80
1228230,8668,10260,2012/2013,8/20/12 0:00,HOME_WIN,89,77,86,77.25,80,81
1228231,9879,9850,2012/2013,8/18/12 0:00,HOME_WIN,73,78,70.5,76.5,75,80
1228232,8456,8466,2012/2013,8/19/12 0:00,HOME_WIN,75,86.5,72.2,81.25,74,84
1228233,10261,8586,2012/2013,8/18/12 0:00,HOME_WIN,78.5,81.66666667,78.2,75.8,80,79
1228234,10172,10003,2012/2013,8/18/12 0:00,AWAY_WIN,75.33333333,73,74.25,72.2,81,77
1228235,9798,10194,2012/2013,8/18/12 0:00,DRAW,74,71.66666667,75.5,71,76,72
