,match_api_id,home_team_api_id,away_team_api_id,season,date,result_label,away_Attacker_rating,home_Attacker_rating,away_Defender_rating,home_Defender_rating
4436,1988838,9817,10260,2015/2016,2015-11-21 00:00:00,AWAY_WIN,81.0,75.0,80.6666666667,74.75
4437,1988839,8659,9825,2015/2016,2015-11-21 00:00:00,HOME_WIN,83.5,79.0,80.0,73.6666666667
4438,1988840,10252,9817,2015/2016,2015-11-28 00:00:00,AWAY_WIN,75.0,76.0,74.0,76.0
4439,1988841,8678,8668,2015/2016,2015-11-28 00:00:00,DRAW,79.0,70.0,74.75,73.0
4440,1988842,9826,10261,2015/2016,2015-11-28 00:00:00,HOME_WIN,75.5,75.0,75.0,76.25
4441,1988843,8197,10260,2015/2016,2015-11-28 00:00:00,DRAW,80.5,76.0,75.6666666667,74.75
4442,1988844,8650,10003,2015/2016,2015-11-29 00:00:00,HOME_WIN,76.5,78.3333333333,74.5,80.0
4443,1988845,8456,8466,2015/2016,2015-11-28 00:00:00,HOME_WIN,76.5,87.0,77.2,80.25
4444,1988846,9850,9825,2015/2016,2015-11-29 00:00:00,DRAW,84.0,69.0,80.75,72.75
4445,1988847,8472,10194,2015/2016,2015-11-28 00:00:00,HOME_WIN,73.0,77.5,76.75,74.5
4446,1988848,8586,8455,2015/2016,2015-11-29 00:00:00,DRAW,0.0,78.0,80.75,78.6
4447,1988849,8654,8659,2015/2016,2015-11-29 00:00:00,DRAW,79.0,75.6666666667,74.0,75.8
4448,1988850,9825,8472,2015/2016,2015-12-05 00:00:00,HOME_WIN,71.6666666667,82.0,74.0,80.75
4449,1988851,8455,8678,2015/2016,2015-12-05 00:00:00,AWAY_WIN,70.0,0.0,71.6666666667,79.75
4450,1988852,8668,9826,2015/2016,2015-12-07 00:00:00,DRAW,73.0,79.3333333333,76.25,74.75
4451,1988853,10260,8654,2015/2016,2015-12-05 00:00:00,DRAW,76.6666666667,76.0,75.8,77.5
4452,1988854,10261,8650,2015/2016,2015-12-06 00:00:00,HOME_WIN,78.3333333333,77.0,79.75,75.0
4453,1988855,8466,10252,2015/2016,2015-12-05 00:00:00,DRAW,75.0,77.5,75.3333333333,78.0
4454,1988856,10194,8456,2015/2016,2015-12-05 00:00:00,HOME_WIN,81.0,0.0,80.0,76.6
4455,1988857,10003,8197,2015/2016,2015-12-05 00:00:00,AWAY_WIN,74.3333333333,78.0,74.75,74.5
4456,1988858,9817,9850,2015/2016,2015-12-05 00:00:00,HOME_WIN,69.0,75.0,72.75,74.75
4457,1988859,8659,8586,2015/2016,2015-12-05 00:00:00,DRAW,79.0,79.0,78.6,74.0
4458,1988860,10252,9825,2015/2016,2015-12-13 00:00:00,AWAY_WIN,81.5,75.0,80.75,75.3333333333
4459,1988861,8678,10260,2015/2016,2015-12-12 00:00:00,HOME_WIN,78.5,70.0,64.6666666667,71.6666666667
4460,1988862,9826,8466,2015/2016,2015-12-12 00:00:00,HOME_WIN,76.5,75.0,77.0,76.25
4461,1988863,8197,8455,2015/2016,2015-12-14 00:00:00,HOME_WIN,85.0,74.3333333333,81.0,74.75
4462,1988864,8650,8659,2015/2016,2015-12-13 00:00:00,DRAW,79.0,82.0,74.0,80.0
4463,1988865,8456,10003,2015/2016,2015-12-12 00:00:00,HOME_WIN,78.0,81.0,77.25,80.75
4464,1988866,9850,8668,2015/2016,2015-12-12 00:00:00,DRAW,79.3333333333,75.0,79.0,73.0
4465,1988867,8472,9817,2015/2016,2015-12-12 00:00:00,AWAY_WIN,75.0,72.0,74.75,72.8
4466,1988868,8586,10261,2015/2016,2015-12-13 00:00:00,AWAY_WIN,77.0,80.0,75.0,78.6
4467,1988869,8654,10194,2015/2016,2015-12-12 00:00:00,DRAW,0.0,76.0,76.6,74.8
4468,1988870,9825,8456,2015/2016,2015-12-21 00:00:00,HOME_WIN,88.0,81.5,80.5,81.0
4469,1988871,8455,8472,2015/2016,2015-12-19 00:00:00,HOME_WIN,71.5,85.0,74.4,81.0
4470,1988872,8668,8197,2015/2016,2015-12-19 00:00:00,AWAY_WIN,76.0,79.3333333333,73.25,79.0
4471,1988873,10260,9850,2015/2016,2015-12-19 00:00:00,AWAY_WIN,75.0,80.6666666667,73.25,80.5
4472,1988874,10261,10252,2015/2016,2015-12-19 00:00:00,DRAW,76.0,77.0,75.3333333333,75.0
4473,1988875,8466,8586,2015/2016,2015-12-19 00:00:00,AWAY_WIN,80.0,77.5,78.4,78.0
4474,1988876,10194,9826,2015/2016,2015-12-19 00:00:00,AWAY_WIN,75.0,0.0,76.25,76.75
4475,1988877,10003,8654,2015/2016,2015-12-20 00:00:00,DRAW,74.3333333333,77.5,74.8,77.25
4476,1988878,9817,8650,2015/2016,2015-12-20 00:00:00,HOME_WIN,82.0,75.0,80.25,75.0
4477,1988879,8659,8678,2015/2016,2015-12-19 00:00:00,AWAY_WIN,70.6666666667,79.0,71.6666666667,74.0
4478,1988880,10252,8654,2015/2016,2015-12-26 00:00:00,DRAW,75.3333333333,74.5,74.8,75.3333333333
4479,1988881,8678,9826,2015/2016,2015-12-26 00:00:00,DRAW,74.0,70.6666666667,76.25,71.6666666667
4480,1988882,8455,9817,2015/2016,2015-12-26 00:00:00,DRAW,75.5,85.0,75.4,82.25
4481,1988883,8650,8197,2015/2016,2015-12-26 00:00:00,HOME_WIN,75.6666666667,79.0,74.75,80.0
4482,1988884,8456,8472,2015/2016,2015-12-26 00:00:00,HOME_WIN,74.0,81.0,73.5,80.5
4483,1988885,10261,8668,2015/2016,2015-12-26 00:00:00,AWAY_WIN,81.0,74.5,79.0,75.0
4484,1988886,8466,9825,2015/2016,2015-12-26 00:00:00,HOME_WIN,81.5,76.5,81.0,76.4
4485,1988887,10194,10260,2015/2016,2015-12-26 00:00:00,HOME_WIN,78.5,0.0,80.5,75.6
4486,1988888,10003,8659,2015/2016,2015-12-26 00:00:00,HOME_WIN,75.0,78.0,74.0,77.25
4487,1988889,8586,9850,2015/2016,2015-12-26 00:00:00,HOME_WIN,75.0,80.0,73.25,78.4
4488,1988890,9825,8678,2015/2016,2015-12-28 00:00:00,HOME_WIN,72.5,81.5,71.6666666667,77.8
4489,1988891,9826,10003,2015/2016,2015-12-28 00:00:00,DRAW,70.5,77.0,76.0,75.5
4490,1988892,8668,10194,2015/2016,2015-12-28 00:00:00,AWAY_WIN,0.0,79.3333333333,75.8,74.75
4491,1988893,8197,8456,2015/2016,2015-12-29 00:00:00,DRAW,88.0,75.0,80.5,74.75
4492,1988894,10260,8455,2015/2016,2015-12-28 00:00:00,DRAW,0.0,80.5,80.2,81.6666666667
4493,1988895,9850,10252,2015/2016,2015-12-28 00:00:00,HOME_WIN,75.5,78.0,75.6666666667,72.6666666667
4494,1988896,8472,8650,2015/2016,2015-12-30 00:00:00,AWAY_WIN,82.0,77.5,80.0,73.8
4495,1988897,9817,8586,2015/2016,2015-12-28 00:00:00,AWAY_WIN,80.0,75.5,78.0,74.3333333333
4496,1988898,8659,10261,2015/2016,2015-12-28 00:00:00,HOME_WIN,74.5,73.0,75.0,74.0
4497,1988899,8654,8466,2015/2016,2015-12-28 00:00:00,HOME_WIN,76.5,75.3333333333,76.4,74.8
4498,1987078,10252,10260,2015/2016,2015-08-14 00:00:00,AWAY_WIN,83.5,75.0,80.0,77.0
4499,1987079,9826,9825,2015/2016,2015-08-16 00:00:00,AWAY_WIN,83.5,75.0,79.6,76.0
4500,1987080,8650,8678,2015/2016,2015-08-17 00:00:00,HOME_WIN,75.6666666667,76.5,71.5,77.0
4501,1987081,8456,8455,2015/2016,2015-08-16 00:00:00,HOME_WIN,86.0,87.0,82.5,80.75
4502,1987082,8466,8668,2015/2016,2015-08-15 00:00:00,AWAY_WIN,78.0,76.6666666667,76.0,75.0
4503,1987083,8472,9850,2015/2016,2015-08-15 00:00:00,AWAY_WIN,75.0,77.5,73.0,74.8
4504,1987084,10003,10261,2015/2016,2015-08-15 00:00:00,HOME_WIN,78.0,77.5,75.5,76.75
4505,1987085,8586,10194,2015/2016,2015-08-15 00:00:00,DRAW,74.5,78.0,75.75,78.4
4506,1987086,9817,8659,2015/2016,2015-08-15 00:00:00,DRAW,75.5,73.5,72.6666666667,75.4
4507,1987087,8654,8197,2015/2016,2015-08-15 00:00:00,AWAY_WIN,74.3333333333,75.5,74.3333333333,73.3333333333
4508,1988900,9825,10261,2015/2016,2016-01-02 00:00:00,HOME_WIN,74.5,81.5,75.6,81.0
4509,1988901,9826,8455,2015/2016,2016-01-03 00:00:00,AWAY_WIN,85.0,74.0,80.2,76.25
4510,1988902,8668,8586,2015/2016,2016-01-03 00:00:00,DRAW,80.0,79.0,78.4,79.0
4511,1988903,8197,8678,2015/2016,2016-01-02 00:00:00,DRAW,70.0,74.3333333333,71.6666666667,74.75
4512,1988904,10260,10003,2015/2016,2016-01-02 00:00:00,HOME_WIN,78.0,82.0,77.25,81.3333333333
4513,1988905,9850,8466,2015/2016,2016-01-02 00:00:00,HOME_WIN,75.0,78.0,76.4,72.6666666667
4514,1988906,8472,10252,2015/2016,2016-01-02 00:00:00,HOME_WIN,73.0,72.6666666667,75.25,74.0
4515,1988907,9817,8456,2015/2016,2016-01-02 00:00:00,AWAY_WIN,88.0,75.5,80.5,75.4
4516,1988908,8659,10194,2015/2016,2016-01-02 00:00:00,HOME_WIN,0.0,75.0,75.8,73.0
4517,1988909,8654,8650,2015/2016,2016-01-02 00:00:00,HOME_WIN,78.3333333333,76.0,79.75,75.0
4518,1988910,10252,9826,2015/2016,2016-01-12 00:00:00,HOME_WIN,77.0,75.0,76.25,75.6666666667
4519,1988911,8678,8654,2015/2016,2016-01-12 00:00:00,AWAY_WIN,76.0,71.0,75.0,71.6666666667
4520,1988912,10003,8472,2015/2016,2016-01-13 00:00:00,AWAY_WIN,77.0,71.0,74.0,76.75
4521,1988913,8650,9825,2015/2016,2016-01-13 00:00:00,DRAW,81.5,76.5,81.0,79.6666666667
4522,1988914,8455,8659,2015/2016,2016-01-13 00:00:00,DRAW,79.0,85.0,74.0,80.2
4523,1988915,8456,8668,2015/2016,2016-01-13 00:00:00,DRAW,81.0,88.0,78.2,80.2
4524,1988916,10261,10260,2015/2016,2016-01-12 00:00:00,DRAW,82.0,74.5,81.6666666667,75.6
4525,1988917,8466,9817,2015/2016,2016-01-13 00:00:00,HOME_WIN,75.5,76.5,76.2,75.8
4526,1988918,10194,9850,2015/2016,2016-01-13 00:00:00,HOME_WIN,78.0,74.0,72.6666666667,77.0
4527,1988919,8586,8197,2015/2016,2016-01-13 00:00:00,AWAY_WIN,76.0,81.0,74.75,78.4
4528,1988920,10252,8197,2015/2016,2016-01-16 00:00:00,DRAW,76.0,75.0,74.75,75.6666666667
4529,1988921,8678,9850,2015/2016,2016-01-16 00:00:00,HOME_WIN,78.0,70.0,72.6666666667,71.6666666667
4530,1988922,8455,8668,2015/2016,2016-01-16 00:00:00,DRAW,82.0,85.0,77.4,80.2
4531,1988923,8650,10260,2015/2016,2016-01-17 00:00:00,AWAY_WIN,82.0,82.0,81.6666666667,79.5
4532,1988924,8456,9826,2015/2016,2016-01-16 00:00:00,HOME_WIN,75.0,80.0,76.25,80.4
4533,1988925,10261,8654,2015/2016,2016-01-16 00:00:00,HOME_WIN,75.0,74.5,75.0,75.0
4534,1988926,8466,8659,2015/2016,2016-01-16 00:00:00,HOME_WIN,73.0,76.5,74.0,76.0
4535,1988927,10194,9825,2015/2016,2016-01-17 00:00:00,DRAW,81.5,74.0,81.0,77.0
4536,1988928,10003,9817,2015/2016,2016-01-18 00:00:00,HOME_WIN,76.0,78.0,75.2,76.75
4537,1988929,8586,8472,2015/2016,2016-01-16 00:00:00,HOME_WIN,74.0,81.0,74.0,78.0
4538,1988930,9825,8455,2015/2016,2016-01-24 00:00:00,AWAY_WIN,85.0,81.5,80.4,81.0
4539,1988931,9826,8586,2015/2016,2016-01-23 00:00:00,AWAY_WIN,79.0,75.0,78.0,76.25
4540,1988932,8668,10003,2015/2016,2016-01-24 00:00:00,AWAY_WIN,78.0,81.0,77.25,76.2
4541,1988933,8197,10194,2015/2016,2016-01-23 00:00:00,HOME_WIN,75.3333333333,76.0,77.0,74.75
4542,1988934,10260,8466,2015/2016,2016-01-23 00:00:00,AWAY_WIN,76.5,82.0,76.0,76.75
4543,1988935,9850,8650,2015/2016,2016-01-23 00:00:00,AWAY_WIN,76.5,77.0,79.5,73.6666666667
4544,1988936,8472,8678,2015/2016,2016-01-23 00:00:00,DRAW,71.0,77.0,71.6666666667,74.0
4545,1988937,9817,10261,2015/2016,2016-01-23 00:00:00,HOME_WIN,76.0,76.0,74.75,73.8
4546,1988938,8659,10252,2015/2016,2016-01-23 00:00:00,DRAW,75.0,79.0,76.25,74.0
4547,1988939,8654,8456,2015/2016,2016-01-23 00:00:00,DRAW,88.0,75.0,80.25,75.0
4548,1988940,9825,8466,2015/2016,2016-02-02 00:00:00,DRAW,76.5,84.0,78.0,79.75
4549,1988941,8197,8650,2015/2016,2016-02-02 00:00:00,HOME_WIN,82.0,76.0,79.75,75.0
4550,1988942,9850,8586,2015/2016,2016-02-02 00:00:00,AWAY_WIN,79.0,77.0,78.0,74.75
4551,1988943,8472,8456,2015/2016,2016-02-02 00:00:00,AWAY_WIN,80.0,77.0,80.25,74.2
4552,1988944,9817,8455,2015/2016,2016-02-03 00:00:00,DRAW,85.0,76.0,80.4,74.6666666667
4553,1988945,8654,10252,2015/2016,2016-02-02 00:00:00,HOME_WIN,75.0,75.0,76.25,75.0
4554,1988946,9826,8678,2015/2016,2016-02-02 00:00:00,AWAY_WIN,72.6666666667,74.0,71.6666666667,76.25
4555,1988947,10260,10194,2015/2016,2016-02-02 00:00:00,HOME_WIN,74.0,82.0,76.0,76.6666666667
4556,1988948,8659,10003,2015/2016,2016-02-02 00:00:00,DRAW,78.0,79.0,77.25,73.8
4557,1988949,8668,10261,2015/2016,2016-02-03 00:00:00,HOME_WIN,73.0,82.0,75.0,77.0
4558,1988950,10252,9850,2015/2016,2016-02-06 00:00:00,HOME_WIN,77.0,74.0,74.6666666667,75.75
4559,1988951,8678,9825,2015/2016,2016-02-07 00:00:00,AWAY_WIN,84.0,72.6666666667,79.75,71.6666666667
4560,1988952,8455,10260,2015/2016,2016-02-07 00:00:00,DRAW,82.0,85.0,77.0,80.4
4561,1988953,8650,8472,2015/2016,2016-02-06 00:00:00,DRAW,72.5,82.0,74.2,80.0
4562,1988954,8456,8197,2015/2016,2016-02-06 00:00:00,AWAY_WIN,76.0,88.0,75.25,80.5
4563,1988955,10261,8659,2015/2016,2016-02-06 00:00:00,HOME_WIN,73.0,76.0,72.6,77.0
4564,1988956,8466,8654,2015/2016,2016-02-06 00:00:00,HOME_WIN,75.3333333333,76.6666666667,75.0,77.0
4565,1988957,10194,8668,2015/2016,2016-02-06 00:00:00,AWAY_WIN,82.0,77.0,77.0,76.0
4566,1988958,10003,9826,2015/2016,2016-02-06 00:00:00,DRAW,78.0,77.5,76.25,77.25
4567,1988959,8586,9817,2015/2016,2016-02-06 00:00:00,HOME_WIN,76.0,81.0,75.0,77.2
4568,1988960,9825,8197,2015/2016,2016-02-14 00:00:00,HOME_WIN,76.0,84.0,75.25,80.6
4569,1988961,10252,8650,2015/2016,2016-02-14 00:00:00,AWAY_WIN,82.5,74.0,79.6666666667,75.75
4570,1988962,8678,10194,2015/2016,2016-02-13 00:00:00,AWAY_WIN,75.5,71.0,76.0,71.6666666667
4571,1988963,8455,10261,2015/2016,2016-02-13 00:00:00,HOME_WIN,76.0,85.0,77.0,82.0
4572,1988964,9826,9817,2015/2016,2016-02-13 00:00:00,AWAY_WIN,76.0,76.3333333333,75.6,76.25
4573,1988965,8668,8659,2015/2016,2016-02-13 00:00:00,AWAY_WIN,77.5,82.0,73.25,77.0
4574,1988966,8456,8586,2015/2016,2016-02-14 00:00:00,AWAY_WIN,79.0,88.0,78.0,81.6
4576,1988968,8472,10260,2015/2016,2016-02-13 00:00:00,HOME_WIN,82.0,77.5,78.25,74.0
4577,1988969,10003,8466,2015/2016,2016-02-13 00:00:00,AWAY_WIN,76.0,77.5,75.5,77.25
4578,1988970,8197,9850,2015/2016,2016-02-27 00:00:00,HOME_WIN,75.5,76.3333333333,73.75,77.0
4579,1988971,8650,8668,2015/2016,2016-04-20 00:00:00,HOME_WIN,82.0,79.0,76.25,79.75
4580,1988972,10260,9825,2015/2016,2016-02-28 00:00:00,HOME_WIN,83.5,73.0,79.6,77.0
4581,1988973,10261,8456,2015/2016,2016-04-19 00:00:00,DRAW,88.0,75.5,80.4,73.25
4582,1988974,8466,8455,2015/2016,2016-02-27 00:00:00,AWAY_WIN,85.0,76.0,79.6,75.8
4583,1988975,10194,10252,2015/2016,2016-02-27 00:00:00,HOME_WIN,74.0,74.0,74.25,75.0
4584,1988976,8586,10003,2015/2016,2016-02-28 00:00:00,HOME_WIN,77.5,79.0,77.25,78.0
4585,1988977,9817,8678,2015/2016,2016-02-27 00:00:00,DRAW,72.0,76.0,71.6666666667,73.8
4586,1988978,8659,9826,2015/2016,2016-02-27 00:00:00,HOME_WIN,76.3333333333,77.5,75.75,72.6666666667
4588,1988980,9825,10003,2015/2016,2016-03-02 00:00:00,AWAY_WIN,77.0,84.0,76.6666666667,79.4
4589,1988981,10252,8668,2015/2016,2016-03-01 00:00:00,AWAY_WIN,82.0,75.0,77.0,74.8
4590,1988982,8678,8466,2015/2016,2016-03-01 00:00:00,HOME_WIN,76.6666666667,75.3333333333,77.0,71.6666666667
4591,1988983,8197,8659,2015/2016,2016-03-01 00:00:00,DRAW,77.5,77.0,72.5,74.6666666667
4592,1988984,9850,8455,2015/2016,2016-03-01 00:00:00,AWAY_WIN,79.5,75.0,81.3333333333,73.75
4593,1988985,8472,9826,2015/2016,2016-03-01 00:00:00,DRAW,75.0,77.5,75.75,73.25
4594,1988986,8654,8586,2015/2016,2016-03-02 00:00:00,HOME_WIN,81.0,74.5,77.2,75.5
4595,1988987,8650,8456,2015/2016,2016-03-02 00:00:00,HOME_WIN,88.0,79.0,81.6,77.25
4596,1988988,10260,9817,2015/2016,2016-03-02 00:00:00,HOME_WIN,76.0,75.0,76.1666666667,77.0
4597,1988989,10194,10261,2015/2016,2016-03-02 00:00:00,HOME_WIN,76.0,74.0,72.5,75.0
4598,1988990,8455,10194,2015/2016,2016-03-05 00:00:00,DRAW,77.0,74.0,75.75,79.6
4599,1988991,9826,8650,2015/2016,2016-03-06 00:00:00,AWAY_WIN,79.0,78.0,77.3333333333,76.0
4600,1988992,8668,8654,2015/2016,2016-03-05 00:00:00,AWAY_WIN,74.5,82.0,73.0,77.0
4601,1988993,8456,10252,2015/2016,2016-03-05 00:00:00,HOME_WIN,75.0,84.0,74.8,82.0
4602,1988994,10261,8678,2015/2016,2016-03-05 00:00:00,AWAY_WIN,75.3333333333,72.0,71.6666666667,72.5
4603,1988995,8466,8472,2015/2016,2016-03-05 00:00:00,DRAW,76.0,77.5,73.5,76.25
4604,1988996,10003,9850,2015/2016,2016-03-05 00:00:00,HOME_WIN,75.5,77.5,74.6666666667,77.25
4605,1988997,8586,9825,2015/2016,2016-03-05 00:00:00,DRAW,86.0,81.0,79.2,78.0
4606,1988998,9817,8197,2015/2016,2016-03-05 00:00:00,AWAY_WIN,77.0,76.0,75.5,76.75
4607,1988999,8659,10260,2015/2016,2016-03-06 00:00:00,HOME_WIN,72.0,77.5,81.6666666667,72.5
4608,1988730,9825,8650,2015/2016,2015-08-24 00:00:00,DRAW,82.0,83.5,77.4,76.4
4609,1988731,9826,10252,2015/2016,2015-08-22 00:00:00,HOME_WIN,73.0,74.5,77.0,76.0
4610,1988732,8668,8456,2015/2016,2015-08-23 00:00:00,AWAY_WIN,87.0,78.0,80.75,76.0
4611,1988733,8197,8586,2015/2016,2015-08-22 00:00:00,DRAW,78.0,74.3333333333,78.4,74.3333333333
4612,1988734,10260,10261,2015/2016,2015-08-22 00:00:00,DRAW,74.5,83.5,75.25,80.0
4613,1988735,9850,10194,2015/2016,2015-08-22 00:00:00,DRAW,78.0,75.0,75.75,73.0
4614,1988736,8472,10003,2015/2016,2015-08-22 00:00:00,DRAW,77.5,74.5,76.75,74.0
4615,1988737,9817,8466,2015/2016,2015-08-23 00:00:00,DRAW,77.5,73.5,75.3333333333,75.6666666667
4616,1988738,8659,8455,2015/2016,2015-08-23 00:00:00,AWAY_WIN,86.0,76.5,81.0,72.6666666667
4617,1988739,8654,8678,2015/2016,2015-08-22 00:00:00,AWAY_WIN,75.6666666667,72.5,71.5,75.8
4618,1989000,9825,8659,2015/2016,2016-04-21 00:00:00,HOME_WIN,76.0,84.0,72.8,81.0
4619,1989001,10252,8586,2015/2016,2016-03-13 00:00:00,AWAY_WIN,81.0,74.5,78.2,74.25
4620,1989002,8678,10003,2015/2016,2016-03-12 00:00:00,HOME_WIN,73.3333333333,75.3333333333,77.25,71.6666666667
4621,1989003,8197,10261,2015/2016,2016-03-14 00:00:00,HOME_WIN,74.5,77.3333333333,73.6666666667,75.75
4622,1989004,8650,8455,2015/2016,2016-05-11 00:00:00,DRAW,74.0,82.5,79.5,79.0
4623,1989005,10260,9826,2015/2016,2016-04-20 00:00:00,HOME_WIN,77.5,77.3333333333,73.5,82.0
4624,1989006,9850,8456,2015/2016,2016-03-12 00:00:00,DRAW,84.0,70.0,81.2,73.75
4625,1989007,10194,8466,2015/2016,2016-03-12 00:00:00,AWAY_WIN,76.0,77.0,72.5,77.0
4626,1989008,8472,8668,2015/2016,2016-05-11 00:00:00,HOME_WIN,82.0,76.5,74.25,74.4
4627,1989009,8654,9817,2015/2016,2016-04-20 00:00:00,HOME_WIN,0.0,75.6666666667,74.2,77.25
4628,1989010,8455,8654,2015/2016,2016-03-19 00:00:00,DRAW,75.0,80.0,77.0,81.0
4629,1989011,9826,8197,2015/2016,2016-03-19 00:00:00,AWAY_WIN,77.3333333333,77.5,75.75,76.0
4630,1989012,8668,9825,2015/2016,2016-03-19 00:00:00,AWAY_WIN,86.0,82.0,79.6,78.8
4631,1989013,8456,10260,2015/2016,2016-03-20 00:00:00,AWAY_WIN,74.0,88.0,80.75,79.0
4632,1989014,10261,8472,2015/2016,2016-03-20 00:00:00,DRAW,77.0,74.5,73.5,74.0
4633,1989015,8466,8650,2015/2016,2016-03-20 00:00:00,HOME_WIN,79.5,76.0,78.0,76.25
4634,1989016,10003,10252,2015/2016,2016-03-19 00:00:00,HOME_WIN,74.5,73.3333333333,74.0,78.3333333333
4635,1989017,8586,8678,2015/2016,2016-03-20 00:00:00,HOME_WIN,75.3333333333,81.0,71.6666666667,78.2
4636,1989018,9817,10194,2015/2016,2016-03-19 00:00:00,AWAY_WIN,74.5,76.0,75.0,75.2
4637,1989019,8659,9850,2015/2016,2016-03-19 00:00:00,AWAY_WIN,74.0,77.5,74.5,74.0
4638,1989020,9825,9817,2015/2016,2016-04-02 00:00:00,HOME_WIN,76.5,86.0,75.5,79.6
4639,1989021,10252,8455,2015/2016,2016-04-02 00:00:00,AWAY_WIN,80.0,74.5,77.6,74.25
4640,1989022,8678,8456,2015/2016,2016-04-02 00:00:00,AWAY_WIN,88.0,74.0,80.4,71.6666666667
4641,1989023,8197,8466,2015/2016,2016-04-03 00:00:00,HOME_WIN,77.5,77.3333333333,76.0,75.75
4642,1989024,8650,8586,2015/2016,2016-04-02 00:00:00,DRAW,79.0,83.0,78.6,80.0
4643,1989025,10260,8668,2015/2016,2016-04-03 00:00:00,HOME_WIN,81.0,74.0,80.25,81.0
4644,1989026,9850,10261,2015/2016,2016-04-02 00:00:00,HOME_WIN,78.0,77.0,77.0,73.0
4645,1989027,10194,10003,2015/2016,2016-04-02 00:00:00,DRAW,77.5,75.0,77.25,75.0
4646,1989028,8472,8659,2015/2016,2016-04-02 00:00:00,DRAW,77.5,77.0,72.8,74.2
4647,1989029,8654,9826,2015/2016,2016-04-02 00:00:00,DRAW,77.0,74.6666666667,76.0,77.0
4648,1989030,10252,8678,2015/2016,2016-04-09 00:00:00,AWAY_WIN,74.0,75.5,71.5,70.25
4649,1989031,9826,9850,2015/2016,2016-04-09 00:00:00,HOME_WIN,77.0,71.0,73.0,76.0
4650,1989032,8650,10194,2015/2016,2016-04-10 00:00:00,HOME_WIN,0.0,82.5,76.0,79.6666666667
4651,1989033,8456,8659,2015/2016,2016-04-09 00:00:00,HOME_WIN,77.5,84.0,72.8,80.2
4652,1989034,8466,10261,2015/2016,2016-04-09 00:00:00,HOME_WIN,74.5,76.6666666667,76.6666666667,76.4
4653,1989035,8472,8197,2015/2016,2016-04-10 00:00:00,AWAY_WIN,77.3333333333,77.0,76.0,74.2
4654,1989036,10003,8455,2015/2016,2016-04-09 00:00:00,HOME_WIN,80.0,78.0,77.6,77.25
4655,1989037,8586,10260,2015/2016,2016-04-10 00:00:00,HOME_WIN,73.5,81.0,81.0,79.4
4656,1989038,9817,8668,2015/2016,2016-04-09 00:00:00,DRAW,81.0,76.5,80.25,74.3333333333
4657,1989039,8654,9825,2015/2016,2016-04-09 00:00:00,DRAW,86.0,76.0,79.6,76.6
4658,1989040,9825,9826,2015/2016,2016-04-17 00:00:00,DRAW,73.0,86.0,75.75,79.6
4659,1989041,8678,8650,2015/2016,2016-04-17 00:00:00,AWAY_WIN,78.6666666667,74.0,72.3333333333,71.5
4660,1989042,8455,8456,2015/2016,2016-04-16 00:00:00,AWAY_WIN,88.0,85.0,80.75,79.6
4661,1989043,8668,8466,2015/2016,2016-04-16 00:00:00,DRAW,76.6666666667,78.5,76.4,75.8
4662,1989044,8197,8654,2015/2016,2016-04-17 00:00:00,DRAW,75.3333333333,77.3333333333,77.25,76.0
4663,1989045,10260,10252,2015/2016,2016-04-16 00:00:00,HOME_WIN,75.5,78.0,74.0,81.0
4664,1989046,10261,10003,2015/2016,2016-04-16 00:00:00,HOME_WIN,78.0,78.0,77.25,73.25
4665,1989047,9850,8472,2015/2016,2016-04-16 00:00:00,AWAY_WIN,77.0,77.0,74.2,72.25
4666,1989048,10194,8586,2015/2016,2016-04-18 00:00:00,AWAY_WIN,81.0,0.0,79.4,77.0
4667,1989049,8659,9817,2015/2016,2016-04-16 00:00:00,AWAY_WIN,76.5,77.5,76.0,72.75
4668,1989050,10252,8466,2015/2016,2016-04-23 00:00:00,AWAY_WIN,75.5,75.5,78.0,74.25
4669,1989051,8678,8455,2015/2016,2016-04-23 00:00:00,AWAY_WIN,85.0,69.6666666667,79.0,71.5
4670,1989052,9826,8668,2015/2016,2016-04-13 00:00:00,DRAW,79.5,74.0,78.75,75.75
4671,1989053,8197,10003,2015/2016,2016-04-24 00:00:00,HOME_WIN,79.0,76.3333333333,77.25,76.5
4672,1989054,8650,10261,2015/2016,2016-04-23 00:00:00,DRAW,75.5,82.5,73.25,78.5
4673,1989055,8456,10194,2015/2016,2016-04-23 00:00:00,HOME_WIN,76.0,80.5,76.0,80.2
4674,1989056,9850,9817,2015/2016,2016-05-11 00:00:00,HOME_WIN,76.5,77.0,74.3333333333,73.0
4675,1989057,8472,9825,2015/2016,2016-04-24 00:00:00,DRAW,84.0,76.5,81.0,74.4
4676,1989058,8586,8659,2015/2016,2016-04-25 00:00:00,DRAW,79.0,82.0,74.0,79.4
4677,1989059,8654,10260,2015/2016,2016-05-10 00:00:00,HOME_WIN,77.3333333333,75.6666666667,81.0,77.25
4678,1989060,9825,9850,2015/2016,2016-04-30 00:00:00,HOME_WIN,73.0,84.0,73.75,81.0
4679,1989061,8455,8586,2015/2016,2016-05-02 00:00:00,DRAW,79.5,85.0,79.4,81.0
4680,1989062,8668,8678,2015/2016,2016-04-30 00:00:00,HOME_WIN,73.3333333333,77.0,71.5,74.25
4681,1989063,10260,8197,2015/2016,2016-05-01 00:00:00,DRAW,76.3333333333,77.3333333333,76.5,80.5
