,match_api_id,home_team_api_id,away_team_api_id,season,date,result_label,away_Goalkeeper_rating,home_Goalkeeper_rating
7394,1709753,9829,9747,2014/2015,2014-09-21 00:00:00,HOME_WIN,71.0,76.0
7395,1709754,9830,9831,2014/2015,2014-09-20 00:00:00,HOME_WIN,65.0,69.0
7396,1709755,9941,7819,2014/2015,2014-09-20 00:00:00,DRAW,71.0,74.0
7397,1709756,9847,9748,2014/2015,2014-09-21 00:00:00,DRAW,76.0,84.0
7398,1709757,7794,9830,2014/2015,2014-09-24 00:00:00,DRAW,74.0,72.0
7399,1709758,7819,9847,2014/2015,2014-09-24 00:00:00,AWAY_WIN,84.0,71.0
7400,1709759,4087,8588,2014/2015,2014-09-24 00:00:00,HOME_WIN,68.0,67.0
7401,1709760,9747,8550,2014/2015,2014-09-24 00:00:00,AWAY_WIN,65.0,70.0
7402,1709761,9748,8689,2014/2015,2014-09-24 00:00:00,HOME_WIN,69.0,76.0
7403,1709762,10249,9829,2014/2015,2014-09-24 00:00:00,AWAY_WIN,76.0,74.0
7404,1709763,9831,8639,2014/2015,2014-09-24 00:00:00,HOME_WIN,80.0,65.0
7405,1709764,9837,8592,2014/2015,2014-09-23 00:00:00,AWAY_WIN,82.0,72.0
7406,1709765,9851,9941,2014/2015,2014-09-23 00:00:00,AWAY_WIN,74.0,78.0
7407,1709766,9853,9827,2014/2015,2014-09-25 00:00:00,DRAW,80.0,83.0
7408,1709767,9827,9851,2014/2015,2014-09-28 00:00:00,HOME_WIN,78.0,80.0
7409,1709768,8588,7819,2014/2015,2014-09-28 00:00:00,DRAW,71.0,68.0
7410,1709769,8639,7794,2014/2015,2014-09-27 00:00:00,HOME_WIN,72.0,80.0
7411,1709770,8689,4087,2014/2015,2014-09-27 00:00:00,AWAY_WIN,67.0,69.0
7412,1709771,8592,9853,2014/2015,2014-09-28 00:00:00,HOME_WIN,83.0,82.0
7413,1709772,8550,9837,2014/2015,2014-09-27 00:00:00,HOME_WIN,60.0,65.0
7414,1709773,9829,9831,2014/2015,2014-09-27 00:00:00,AWAY_WIN,65.0,76.0
7415,1709774,10249,9747,2014/2015,2014-09-27 00:00:00,HOME_WIN,70.0,74.0
7416,1709775,9830,9748,2014/2015,2014-09-28 00:00:00,DRAW,76.0,74.0
7417,1709776,9941,9847,2014/2015,2014-09-27 00:00:00,DRAW,84.0,74.0
7418,1709777,7794,8689,2014/2015,2014-10-04 00:00:00,AWAY_WIN,69.0,72.0
7419,1709778,7819,8592,2014/2015,2014-10-04 00:00:00,AWAY_WIN,82.0,71.0
7420,1709779,4087,8550,2014/2015,2014-10-04 00:00:00,HOME_WIN,65.0,67.0
7421,1709780,9747,9830,2014/2015,2014-10-05 00:00:00,AWAY_WIN,74.0,71.0
7422,1709781,9748,8639,2014/2015,2014-10-05 00:00:00,HOME_WIN,80.0,76.0
7423,1709782,9831,10249,2014/2015,2014-10-04 00:00:00,DRAW,74.0,65.0
7424,1709783,9837,9827,2014/2015,2014-10-03 00:00:00,HOME_WIN,80.0,77.0
7425,1709784,9851,8588,2014/2015,2014-10-04 00:00:00,HOME_WIN,68.0,78.0
7426,1709785,9853,9941,2014/2015,2014-10-05 00:00:00,AWAY_WIN,74.0,83.0
7427,1709786,9847,9829,2014/2015,2014-10-05 00:00:00,DRAW,76.0,84.0
7428,1989778,7794,9851,2015/2016,2015-08-08 00:00:00,HOME_WIN,81.0,70.0
7429,1989779,9827,9837,2015/2016,2015-08-09 00:00:00,AWAY_WIN,76.0,80.0
7430,1989781,8639,9847,2015/2016,2015-08-07 00:00:00,AWAY_WIN,82.0,81.0
7431,1989782,9748,8689,2015/2016,2015-08-09 00:00:00,DRAW,75.0,81.0
7432,1989783,8592,7819,2015/2016,2015-08-08 00:00:00,AWAY_WIN,76.0,83.0
7433,1989784,10249,8121,2015/2016,2015-08-08 00:00:00,AWAY_WIN,71.0,77.0
7434,1989785,9830,9747,2015/2016,2015-08-08 00:00:00,HOME_WIN,75.0,78.0
7435,1989786,9831,9829,2015/2016,2015-08-08 00:00:00,AWAY_WIN,81.0,72.0
7437,1990132,10242,6391,2015/2016,2015-08-08 00:00:00,DRAW,60.0,60.0
7438,1989868,7794,9847,2015/2016,2015-10-17 00:00:00,AWAY_WIN,82.0,71.0
7439,1989869,9827,10249,2015/2016,2015-10-18 00:00:00,DRAW,70.0,80.0
7440,1989870,9747,8639,2015/2016,2015-10-17 00:00:00,DRAW,81.0,75.0
7441,1989871,8592,8689,2015/2016,2015-10-18 00:00:00,DRAW,76.0,83.0
7442,1989872,9829,9748,2015/2016,2015-10-16 00:00:00,DRAW,81.0,81.0
7445,1989875,9851,9831,2015/2016,2015-10-18 00:00:00,AWAY_WIN,58.0,69.0
7446,1989876,9853,6391,2015/2016,2015-10-17 00:00:00,HOME_WIN,68.0,83.0
7447,1989877,9941,8121,2015/2016,2015-10-17 00:00:00,AWAY_WIN,71.0,72.0
7448,1989878,8121,9747,2015/2016,2015-10-24 00:00:00,DRAW,75.0,71.0
7449,1989879,9827,10242,2015/2016,2015-10-25 00:00:00,HOME_WIN,63.0,80.0
7450,1989880,7819,9830,2015/2016,2015-10-23 00:00:00,AWAY_WIN,79.0,76.0
7451,1989881,6391,9831,2015/2016,2015-10-24 00:00:00,HOME_WIN,61.0,68.0
7452,1989882,8639,8592,2015/2016,2015-10-25 00:00:00,AWAY_WIN,83.0,81.0
7453,1989883,8689,9851,2015/2016,2015-10-24 00:00:00,DRAW,69.0,76.0
7454,1989884,9748,9941,2015/2016,2015-10-23 00:00:00,HOME_WIN,72.0,81.0
7455,1989885,10249,7794,2015/2016,2015-10-24 00:00:00,HOME_WIN,71.0,70.0
7456,1989886,9847,9853,2015/2016,2015-10-25 00:00:00,HOME_WIN,83.0,82.0
7457,1989887,9837,9829,2015/2016,2015-10-25 00:00:00,AWAY_WIN,81.0,75.0
7458,1989888,7794,7819,2015/2016,2015-10-31 00:00:00,HOME_WIN,76.0,71.0
7459,1989889,6391,9827,2015/2016,2015-10-31 00:00:00,HOME_WIN,80.0,68.0
7460,1989890,9747,8689,2015/2016,2015-10-31 00:00:00,DRAW,76.0,75.0
7461,1989891,9829,8121,2015/2016,2015-11-01 00:00:00,HOME_WIN,71.0,81.0
7462,1989892,9830,8592,2015/2016,2015-11-01 00:00:00,AWAY_WIN,83.0,79.0
7463,1989893,9831,8639,2015/2016,2015-11-01 00:00:00,DRAW,81.0,71.0
7464,1989894,9851,9847,2015/2016,2015-10-30 00:00:00,AWAY_WIN,82.0,81.0
7465,1989895,9853,9837,2015/2016,2015-10-31 00:00:00,HOME_WIN,75.0,83.0
7466,1989896,9941,10249,2015/2016,2015-10-31 00:00:00,DRAW,70.0,72.0
7467,1989897,10242,9748,2015/2016,2015-10-31 00:00:00,AWAY_WIN,81.0,63.0
7468,1989898,8121,9851,2015/2016,2015-11-06 00:00:00,AWAY_WIN,81.0,71.0
7469,1989899,9827,9829,2015/2016,2015-11-08 00:00:00,HOME_WIN,81.0,80.0
7470,1989900,7819,9747,2015/2016,2015-11-07 00:00:00,HOME_WIN,75.0,76.0
7471,1989901,8639,7794,2015/2016,2015-11-07 00:00:00,DRAW,71.0,81.0
7472,1989902,8689,10242,2015/2016,2015-11-07 00:00:00,HOME_WIN,63.0,76.0
7473,1989903,9748,9853,2015/2016,2015-11-08 00:00:00,HOME_WIN,83.0,81.0
7474,1989904,8592,9831,2015/2016,2015-11-08 00:00:00,AWAY_WIN,71.0,83.0
7476,1989906,9847,9941,2015/2016,2015-11-07 00:00:00,HOME_WIN,72.0,82.0
7477,1989907,9837,6391,2015/2016,2015-11-07 00:00:00,AWAY_WIN,68.0,76.0
7478,1989908,7794,6391,2015/2016,2015-11-22 00:00:00,AWAY_WIN,68.0,71.0
7479,1989909,7819,8121,2015/2016,2015-11-22 00:00:00,DRAW,71.0,76.0
7480,1989910,9747,9941,2015/2016,2015-11-21 00:00:00,HOME_WIN,70.0,75.0
7481,1989911,8689,9847,2015/2016,2015-11-21 00:00:00,AWAY_WIN,82.0,76.0
7484,1989914,9831,9748,2015/2016,2015-11-20 00:00:00,HOME_WIN,81.0,71.0
7485,1989915,9851,9827,2015/2016,2015-11-22 00:00:00,DRAW,80.0,81.0
7486,1989916,9853,8592,2015/2016,2015-11-22 00:00:00,AWAY_WIN,83.0,83.0
7487,1989917,10242,8639,2015/2016,2015-11-21 00:00:00,DRAW,81.0,63.0
7488,1989918,8121,8639,2015/2016,2015-11-28 00:00:00,HOME_WIN,81.0,72.0
7489,1989919,9827,7819,2015/2016,2015-11-29 00:00:00,AWAY_WIN,76.0,80.0
7490,1989920,6391,8689,2015/2016,2015-11-28 00:00:00,DRAW,76.0,61.0
7491,1989921,9748,10249,2015/2016,2015-11-27 00:00:00,AWAY_WIN,70.0,81.0
7492,1989922,8592,9829,2015/2016,2015-11-29 00:00:00,DRAW,81.0,83.0
7494,1989924,9847,10242,2015/2016,2015-11-28 00:00:00,HOME_WIN,63.0,82.0
7495,1989925,9837,9851,2015/2016,2015-11-28 00:00:00,DRAW,81.0,76.0
7496,1989926,9853,9747,2015/2016,2015-11-29 00:00:00,HOME_WIN,75.0,83.0
7497,1989927,9941,9831,2015/2016,2015-11-28 00:00:00,HOME_WIN,71.0,67.0
7498,1989928,8121,9847,2015/2016,2015-12-01 00:00:00,DRAW,82.0,72.0
7499,1989929,7794,9827,2015/2016,2015-12-02 00:00:00,HOME_WIN,80.0,71.0
7500,1989930,9747,9837,2015/2016,2015-12-02 00:00:00,AWAY_WIN,76.0,75.0
7502,1989932,8689,9831,2015/2016,2015-12-01 00:00:00,DRAW,64.0,76.0
7503,1989933,9829,7819,2015/2016,2015-12-02 00:00:00,DRAW,76.0,81.0
7504,1989934,10249,6391,2015/2016,2015-12-02 00:00:00,AWAY_WIN,61.0,70.0
7506,1989936,9851,8592,2015/2016,2015-12-03 00:00:00,AWAY_WIN,83.0,81.0
7507,1989937,10242,9941,2015/2016,2015-12-02 00:00:00,AWAY_WIN,67.0,63.0
7508,1989938,7794,9829,2015/2016,2015-12-05 00:00:00,AWAY_WIN,81.0,71.0
7509,1989939,9827,9747,2015/2016,2015-12-06 00:00:00,HOME_WIN,75.0,80.0
7510,1989940,7819,8639,2015/2016,2015-12-05 00:00:00,AWAY_WIN,81.0,76.0
7511,1989941,6391,9830,2015/2016,2015-12-05 00:00:00,DRAW,69.0,60.0
7512,1989942,9748,8121,2015/2016,2015-12-05 00:00:00,AWAY_WIN,72.0,81.0
7513,1989943,8592,10249,2015/2016,2015-12-06 00:00:00,DRAW,70.0,83.0
7514,1989944,9831,9847,2015/2016,2015-12-04 00:00:00,AWAY_WIN,82.0,64.0
7515,1989945,9837,10242,2015/2016,2015-12-05 00:00:00,DRAW,63.0,76.0
7516,1989946,9853,9851,2015/2016,2015-12-06 00:00:00,DRAW,81.0,83.0
7517,1989947,9941,8689,2015/2016,2015-12-05 00:00:00,AWAY_WIN,76.0,67.0
7518,1989948,8121,9827,2015/2016,2015-12-13 00:00:00,DRAW,80.0,72.0
7519,1989949,8639,8689,2015/2016,2015-12-12 00:00:00,HOME_WIN,76.0,81.0
7520,1989950,8592,6391,2015/2016,2015-12-13 00:00:00,DRAW,68.0,83.0
7521,1989951,9829,9853,2015/2016,2015-12-13 00:00:00,HOME_WIN,83.0,72.0
7522,1989952,10249,9747,2015/2016,2015-12-12 00:00:00,HOME_WIN,75.0,71.0
7523,1989953,9830,9941,2015/2016,2015-12-12 00:00:00,DRAW,67.0,79.0
7524,1989954,9847,9748,2015/2016,2015-12-13 00:00:00,HOME_WIN,81.0,82.0
7525,1989955,9837,9831,2015/2016,2015-12-12 00:00:00,DRAW,64.0,75.0
7526,1989956,9851,7819,2015/2016,2015-12-11 00:00:00,DRAW,76.0,81.0
7527,1989957,10242,7794,2015/2016,2015-12-12 00:00:00,DRAW,71.0,63.0
7528,1989958,7794,9837,2015/2016,2015-12-19 00:00:00,HOME_WIN,73.0,71.0
7529,1989959,9827,8592,2015/2016,2015-12-20 00:00:00,DRAW,83.0,80.0
7530,1989960,7819,9847,2015/2016,2015-12-19 00:00:00,AWAY_WIN,82.0,76.0
7531,1989961,6391,9748,2015/2016,2015-12-20 00:00:00,HOME_WIN,81.0,68.0
7532,1989962,9747,9851,2015/2016,2015-12-19 00:00:00,AWAY_WIN,81.0,75.0
7533,1989963,8689,9830,2015/2016,2015-12-19 00:00:00,DRAW,79.0,76.0
7534,1989964,9831,10249,2015/2016,2015-12-18 00:00:00,HOME_WIN,71.0,64.0
7535,1989965,9853,8121,2015/2016,2015-12-20 00:00:00,HOME_WIN,72.0,83.0
7536,1989966,9941,8639,2015/2016,2015-12-19 00:00:00,DRAW,81.0,67.0
7537,1989967,10242,9829,2015/2016,2015-12-19 00:00:00,DRAW,72.0,63.0
7538,1989788,8121,9830,2015/2016,2015-08-15 00:00:00,DRAW,78.0,71.0
7539,1989789,7819,9941,2015/2016,2015-08-15 00:00:00,HOME_WIN,74.0,76.0
7540,1989790,9747,9748,2015/2016,2015-08-15 00:00:00,AWAY_WIN,81.0,72.0
7541,1989791,8689,7794,2015/2016,2015-08-16 00:00:00,DRAW,70.0,75.0
7542,1989792,9829,8639,2015/2016,2015-08-14 00:00:00,DRAW,81.0,81.0
7543,1989793,9847,6391,2015/2016,2015-08-16 00:00:00,HOME_WIN,61.0,82.0
7544,1989794,9837,8592,2015/2016,2015-08-16 00:00:00,HOME_WIN,83.0,76.0
7545,1989795,9851,10249,2015/2016,2015-08-15 00:00:00,HOME_WIN,77.0,81.0
7546,1989796,9853,9827,2015/2016,2015-08-15 00:00:00,DRAW,68.0,83.0
7547,1989797,10242,9831,2015/2016,2015-08-15 00:00:00,DRAW,71.0,71.0
7548,1989970,8121,7819,2015/2016,2016-01-09 00:00:00,HOME_WIN,76.0,68.0
7549,1989971,9829,6391,2015/2016,2016-01-09 00:00:00,DRAW,70.0,81.0
7551,1989973,8639,9831,2015/2016,2016-01-10 00:00:00,DRAW,66.0,81.0
7552,1989974,10249,9827,2015/2016,2016-01-09 00:00:00,AWAY_WIN,80.0,71.0
7553,1989975,8592,9747,2015/2016,2016-01-10 00:00:00,DRAW,76.0,83.0
7554,1989976,9748,10242,2015/2016,2016-01-09 00:00:00,HOME_WIN,65.0,81.0
7555,1989977,9847,7794,2015/2016,2016-01-08 00:00:00,HOME_WIN,71.0,82.0
7556,1989978,9837,9941,2015/2016,2016-01-09 00:00:00,AWAY_WIN,67.0,73.0
7557,1989979,9851,8689,2015/2016,2016-01-09 00:00:00,DRAW,76.0,81.0
7559,1989981,9747,9830,2015/2016,2016-01-16 00:00:00,DRAW,79.0,76.0
7560,1989982,10242,9851,2015/2016,2016-01-16 00:00:00,AWAY_WIN,81.0,65.0
7561,1989983,9827,8639,2015/2016,2016-01-16 00:00:00,HOME_WIN,81.0,80.0
7562,1989984,8689,9829,2015/2016,2016-01-17 00:00:00,AWAY_WIN,81.0,76.0
7563,1989985,6391,9837,2015/2016,2016-01-16 00:00:00,DRAW,73.0,70.0
7564,1989986,9831,8121,2015/2016,2016-01-15 00:00:00,HOME_WIN,68.0,66.0
7565,1989987,7794,10249,2015/2016,2016-01-16 00:00:00,HOME_WIN,71.0,71.0
7567,1989989,9941,9847,2015/2016,2016-01-16 00:00:00,AWAY_WIN,82.0,67.0
7568,1989990,9829,9941,2015/2016,2016-01-24 00:00:00,HOME_WIN,67.0,81.0
7569,1989991,9747,7794,2015/2016,2016-01-23 00:00:00,HOME_WIN,71.0,76.0
7570,1989992,9830,9827,2015/2016,2016-01-23 00:00:00,DRAW,80.0,79.0
7571,1989993,8639,10242,2015/2016,2016-01-23 00:00:00,AWAY_WIN,65.0,81.0
7573,1989995,9831,8689,2015/2016,2016-01-23 00:00:00,HOME_WIN,76.0,66.0
7574,1989996,9748,8592,2015/2016,2016-01-24 00:00:00,DRAW,83.0,81.0
7575,1989997,9847,8121,2015/2016,2016-01-23 00:00:00,HOME_WIN,68.0,82.0
7577,1989999,9851,6391,2015/2016,2016-01-22 00:00:00,HOME_WIN,70.0,81.0
7578,1990000,8121,9829,2015/2016,2016-01-30 00:00:00,HOME_WIN,81.0,68.0
7580,1990002,10242,9830,2015/2016,2016-01-30 00:00:00,AWAY_WIN,79.0,65.0
7581,1990003,9827,9851,2015/2016,2016-01-31 00:00:00,HOME_WIN,81.0,69.0
7582,1990004,8689,9837,2015/2016,2016-01-30 00:00:00,HOME_WIN,70.0,76.0
7583,1990005,6391,10249,2015/2016,2016-01-30 00:00:00,AWAY_WIN,72.0,70.0
7584,1990006,8592,8639,2015/2016,2016-01-29 00:00:00,DRAW,81.0,73.0
7585,1990007,7794,9748,2015/2016,2016-01-30 00:00:00,HOME_WIN,81.0,71.0
7587,1990009,9941,9747,2015/2016,2016-01-30 00:00:00,AWAY_WIN,76.0,67.0
7588,1990110,9829,7794,2015/2016,2016-02-02 00:00:00,HOME_WIN,71.0,81.0
7589,1990111,9747,10242,2015/2016,2016-02-03 00:00:00,HOME_WIN,66.0,76.0
7590,1990112,9830,6391,2015/2016,2016-02-03 00:00:00,HOME_WIN,70.0,79.0
7591,1990113,8639,7819,2015/2016,2016-02-03 00:00:00,HOME_WIN,76.0,81.0
7592,1990114,10249,8592,2015/2016,2016-02-02 00:00:00,AWAY_WIN,83.0,72.0
7593,1990115,9831,9941,2015/2016,2016-02-03 00:00:00,HOME_WIN,67.0,68.0
7594,1990116,9748,9827,2015/2016,2016-02-03 00:00:00,HOME_WIN,65.0,81.0
7595,1990117,9847,8689,2015/2016,2016-02-03 00:00:00,HOME_WIN,76.0,82.0
7596,1990118,9837,8121,2015/2016,2016-02-03 00:00:00,HOME_WIN,68.0,70.0
7598,1990120,8121,9748,2015/2016,2016-02-06 00:00:00,AWAY_WIN,81.0,68.0
7599,1990121,9829,9831,2015/2016,2016-02-06 00:00:00,HOME_WIN,68.0,81.0
7601,1990123,8689,10249,2015/2016,2016-02-06 00:00:00,DRAW,72.0,76.0
7602,1990124,6391,9747,2015/2016,2016-02-06 00:00:00,DRAW,76.0,70.0
7603,1990125,8639,9851,2015/2016,2016-02-07 00:00:00,DRAW,81.0,81.0
7604,1990126,8592,9847,2015/2016,2016-02-07 00:00:00,AWAY_WIN,82.0,83.0
7605,1990127,7794,10242,2015/2016,2016-02-06 00:00:00,HOME_WIN,66.0,71.0
7607,1990129,9941,9830,2015/2016,2016-02-06 00:00:00,DRAW,77.0,67.0
7608,1989780,6391,10242,2015/2016,2016-02-13 00:00:00,AWAY_WIN,66.0,70.0
7610,1990131,9747,9827,2015/2016,2016-02-13 00:00:00,AWAY_WIN,65.0,76.0
7611,1990133,9830,8689,2015/2016,2016-02-13 00:00:00,HOME_WIN,76.0,77.0
7612,1990134,10249,9941,2015/2016,2016-02-13 00:00:00,HOME_WIN,67.0,72.0
7613,1990135,9831,8592,2015/2016,2016-02-14 00:00:00,DRAW,83.0,68.0
7615,1990137,9847,8639,2015/2016,2016-02-13 00:00:00,DRAW,81.0,82.0
7616,1990138,9837,7794,2015/2016,2016-02-13 00:00:00,AWAY_WIN,60.0,70.0
7617,1990139,9851,8121,2015/2016,2016-02-12 00:00:00,HOME_WIN,71.0,81.0
7618,1990140,8121,10249,2015/2016,2016-02-20 00:00:00,AWAY_WIN,68.0,71.0
7619,1990141,9829,10242,2015/2016,2016-02-20 00:00:00,HOME_WIN,66.0,81.0
7620,1990142,9827,9831,2015/2016,2016-02-19 00:00:00,DRAW,69.0,65.0
7621,1990143,8689,9747,2015/2016,2016-02-20 00:00:00,HOME_WIN,76.0,76.0
7622,1990144,8639,9748,2015/2016,2016-02-21 00:00:00,HOME_WIN,81.0,81.0
7624,1990146,9847,9837,2015/2016,2016-02-20 00:00:00,HOME_WIN,66.0,82.0
7626,1990148,7819,9851,2015/2016,2016-02-21 00:00:00,HOME_WIN,81.0,76.0
7627,1990149,9941,6391,2015/2016,2016-02-20 00:00:00,DRAW,70.0,70.0
7629,1990151,9747,8121,2015/2016,2016-02-27 00:00:00,DRAW,68.0,76.0
7630,1990152,10242,8689,2015/2016,2016-02-27 00:00:00,AWAY_WIN,76.0,66.0
7631,1990153,9830,9829,2015/2016,2016-02-28 00:00:00,DRAW,81.0,77.0
7632,1990154,6391,8592,2015/2016,2016-03-09 00:00:00,DRAW,83.0,70.0
7633,1990155,10249,8639,2015/2016,2016-02-27 00:00:00,HOME_WIN,81.0,72.0
7634,1990156,9831,7794,2015/2016,2016-02-26 00:00:00,AWAY_WIN,71.0,69.0
7635,1990157,9748,9847,2015/2016,2016-02-28 00:00:00,HOME_WIN,82.0,81.0
7636,1990158,9837,9827,2015/2016,2016-02-27 00:00:00,HOME_WIN,65.0,66.0
7637,1990159,9941,9851,2015/2016,2016-02-27 00:00:00,AWAY_WIN,81.0,70.0
7638,1990010,8121,9853,2015/2016,2016-03-05 00:00:00,DRAW,83.0,68.0
7639,1990011,9827,6391,2015/2016,2016-03-05 00:00:00,DRAW,70.0,65.0
7640,1990012,8639,9837,2015/2016,2016-03-05 00:00:00,HOME_WIN,66.0,81.0
7641,1990013,9831,10242,2015/2016,2016-03-05 00:00:00,HOME_WIN,66.0,69.0
7642,1990014,8592,9941,2015/2016,2016-03-06 00:00:00,DRAW,70.0,83.0
7643,1990015,9748,9747,2015/2016,2016-03-06 00:00:00,HOME_WIN,76.0,81.0
7644,1990016,9847,10249,2015/2016,2016-03-05 00:00:00,DRAW,72.0,82.0
7645,1990017,7794,8689,2015/2016,2016-03-05 00:00:00,DRAW,76.0,71.0
7646,1990018,7819,9829,2015/2016,2016-03-04 00:00:00,DRAW,81.0,76.0
7647,1990019,9851,9830,2015/2016,2016-03-06 00:00:00,HOME_WIN,77.0,81.0
7648,1989798,7794,9747,2015/2016,2015-08-22 00:00:00,HOME_WIN,75.0,71.0
7649,1989799,6391,8121,2015/2016,2015-08-22 00:00:00,AWAY_WIN,71.0,61.0
7650,1989800,8639,9827,2015/2016,2015-08-23 00:00:00,DRAW,68.0,81.0
7651,1989801,8689,9853,2015/2016,2015-08-23 00:00:00,AWAY_WIN,83.0,75.0
7652,1989802,9748,9851,2015/2016,2015-08-22 00:00:00,AWAY_WIN,81.0,81.0
7653,1989803,8592,10242,2015/2016,2015-08-23 00:00:00,HOME_WIN,71.0,83.0
7654,1989804,10249,9847,2015/2016,2015-08-21 00:00:00,AWAY_WIN,82.0,73.0
7655,1989805,9830,9837,2015/2016,2015-08-22 00:00:00,HOME_WIN,76.0,78.0
7656,1989806,9831,7819,2015/2016,2015-08-22 00:00:00,HOME_WIN,76.0,71.0
7657,1989807,9941,9829,2015/2016,2015-08-22 00:00:00,DRAW,81.0,74.0
7658,1990020,9829,9837,2015/2016,2016-03-11 00:00:00,DRAW,66.0,81.0
7659,1990021,9747,9853,2015/2016,2016-03-12 00:00:00,HOME_WIN,83.0,76.0
7660,1990022,10242,9847,2015/2016,2016-03-13 00:00:00,AWAY_WIN,82.0,66.0
7661,1990023,8689,8592,2015/2016,2016-03-12 00:00:00,DRAW,83.0,76.0
7662,1990024,9830,8121,2015/2016,2016-03-13 00:00:00,HOME_WIN,69.0,77.0
7663,1990025,6391,7819,2015/2016,2016-03-12 00:00:00,HOME_WIN,76.0,70.0
7664,1990026,10249,9831,2015/2016,2016-03-12 00:00:00,AWAY_WIN,69.0,72.0
7665,1990027,7794,8639,2015/2016,2016-03-12 00:00:00,AWAY_WIN,81.0,71.0
7666,1990028,9851,9748,2015/2016,2016-03-13 00:00:00,DRAW,81.0,81.0
7667,1990029,9941,9827,2015/2016,2016-03-12 00:00:00,HOME_WIN,65.0,70.0
7668,1990030,8121,8689,2015/2016,2016-03-19 00:00:00,HOME_WIN,76.0,69.0
7670,1990032,9827,7794,2015/2016,2016-03-20 00:00:00,DRAW,71.0,68.0
7671,1990033,8639,9941,2015/2016,2016-03-19 00:00:00,HOME_WIN,70.0,81.0
7672,1990034,9831,6391,2015/2016,2016-03-20 00:00:00,HOME_WIN,70.0,69.0
7673,1990035,8592,9851,2015/2016,2016-03-18 00:00:00,AWAY_WIN,81.0,83.0
7674,1990036,9748,9830,2015/2016,2016-03-19 00:00:00,HOME_WIN,77.0,81.0
7675,1990037,9847,9829,2015/2016,2016-03-20 00:00:00,AWAY_WIN,81.0,82.0
7676,1990038,7819,10242,2015/2016,2016-03-19 00:00:00,HOME_WIN,66.0,76.0
7677,1990039,9837,9747,2015/2016,2016-03-19 00:00:00,AWAY_WIN,76.0,66.0
7678,1990040,9829,9827,2015/2016,2016-04-01 00:00:00,AWAY_WIN,68.0,81.0
7679,1990041,9747,10249,2015/2016,2016-04-02 00:00:00,DRAW,72.0,76.0
7680,1990042,10242,8121,2015/2016,2016-04-02 00:00:00,AWAY_WIN,69.0,66.0
7681,1990043,8689,9748,2015/2016,2016-04-03 00:00:00,AWAY_WIN,81.0,76.0
7682,1990044,9830,8639,2015/2016,2016-04-03 00:00:00,AWAY_WIN,81.0,77.0
7683,1990045,6391,9853,2015/2016,2016-04-02 00:00:00,AWAY_WIN,83.0,70.0
7684,1990046,9847,9831,2015/2016,2016-04-02 00:00:00,HOME_WIN,69.0,82.0
7685,1990047,7794,8592,2015/2016,2016-04-03 00:00:00,HOME_WIN,83.0,71.0
7686,1990048,9851,9837,2015/2016,2016-04-02 00:00:00,HOME_WIN,66.0,81.0
7687,1990049,9941,7819,2015/2016,2016-04-02 00:00:00,HOME_WIN,76.0,70.0
7688,1990050,8121,6391,2015/2016,2016-04-09 00:00:00,DRAW,70.0,69.0
7689,1990051,9853,10242,2015/2016,2016-04-09 00:00:00,HOME_WIN,66.0,83.0
7690,1990052,9747,9847,2015/2016,2016-04-09 00:00:00,AWAY_WIN,82.0,76.0
7691,1990053,8639,9829,2015/2016,2016-04-10 00:00:00,HOME_WIN,81.0,81.0
7692,1990054,10249,9748,2015/2016,2016-04-08 00:00:00,AWAY_WIN,81.0,77.0
7693,1990055,9831,9851,2015/2016,2016-04-10 00:00:00,HOME_WIN,81.0,69.0
7694,1990056,8592,9827,2015/2016,2016-04-10 00:00:00,DRAW,68.0,83.0
7695,1990057,7819,8689,2015/2016,2016-04-09 00:00:00,AWAY_WIN,76.0,76.0
7696,1990058,9837,9830,2015/2016,2016-04-09 00:00:00,HOME_WIN,69.0,66.0
7697,1990059,9941,7794,2015/2016,2016-04-09 00:00:00,HOME_WIN,71.0,70.0
7698,1990060,9829,8592,2015/2016,2016-04-17 00:00:00,HOME_WIN,83.0,81.0
7699,1990061,10242,9837,2015/2016,2016-04-16 00:00:00,HOME_WIN,66.0,66.0
7700,1990062,9827,8121,2015/2016,2016-04-16 00:00:00,AWAY_WIN,69.0,68.0
7701,1990063,8689,9941,2015/2016,2016-04-16 00:00:00,DRAW,70.0,76.0
7702,1990064,9830,10249,2015/2016,2016-04-17 00:00:00,AWAY_WIN,77.0,69.0
7703,1990065,6391,8639,2015/2016,2016-04-16 00:00:00,AWAY_WIN,81.0,70.0
7704,1990066,9748,9831,2015/2016,2016-04-15 00:00:00,DRAW,69.0,82.0
7705,1990067,9847,7819,2015/2016,2016-04-16 00:00:00,HOME_WIN,76.0,82.0
7706,1990068,7794,9853,2015/2016,2016-04-16 00:00:00,AWAY_WIN,83.0,71.0
7707,1990069,9851,9747,2015/2016,2016-04-17 00:00:00,AWAY_WIN,76.0,81.0
7708,1990070,9853,8689,2015/2016,2016-04-24 00:00:00,HOME_WIN,76.0,83.0
7709,1990071,9747,7819,2015/2016,2016-04-24 00:00:00,DRAW,76.0,76.0
7710,1990072,9827,9847,2015/2016,2016-05-11 00:00:00,DRAW,82.0,68.0
7711,1990073,6391,7794,2015/2016,2016-04-24 00:00:00,HOME_WIN,71.0,70.0
7712,1990074,8639,8121,2015/2016,2016-04-27 00:00:00,DRAW,69.0,81.0
