,match_api_id,home_team_api_id,away_team_api_id,season,date,result_label,away_Goalkeeper_rating,home_Goalkeeper_rating
14733,1223336,8640,8464,2012/2013,2013-05-05 00:00:00,HOME_WIN,67.0,69.0
14734,1223337,10219,8277,2012/2013,2013-05-05 00:00:00,HOME_WIN,77.0,75.0
14735,1223338,10229,6413,2012/2013,2013-05-05 00:00:00,HOME_WIN,67.0,74.0
14736,1223339,9839,8674,2012/2013,2013-05-05 00:00:00,DRAW,66.0,64.0
14737,1223340,10228,9908,2012/2013,2013-05-05 00:00:00,AWAY_WIN,74.0,72.0
14738,1223341,9791,8611,2012/2013,2013-05-05 00:00:00,DRAW,61.0,67.0
14739,1223342,9761,9803,2012/2013,2013-05-05 00:00:00,HOME_WIN,64.0,70.0
14741,1223344,8277,9839,2012/2013,2013-05-12 00:00:00,AWAY_WIN,64.0,77.0
14743,1223346,6413,10217,2012/2013,2013-05-12 00:00:00,HOME_WIN,71.0,67.0
14744,1223347,10235,9761,2012/2013,2013-05-12 00:00:00,HOME_WIN,70.0,72.0
14745,1223348,8674,8593,2012/2013,2013-05-12 00:00:00,AWAY_WIN,73.0,66.0
14746,1223349,8611,8640,2012/2013,2013-05-12 00:00:00,HOME_WIN,69.0,68.0
14747,1223350,9908,9791,2012/2013,2013-05-12 00:00:00,HOME_WIN,71.0,74.0
14748,1223351,8464,10219,2012/2013,2013-05-12 00:00:00,AWAY_WIN,75.0,67.0
14749,1222696,10217,8674,2012/2013,2012-08-31 00:00:00,AWAY_WIN,68.0,70.0
14750,1222700,9803,8525,2012/2013,2012-09-01 00:00:00,HOME_WIN,61.0,64.0
14751,1222701,6413,8464,2012/2013,2012-09-01 00:00:00,AWAY_WIN,71.0,63.0
14752,1222703,10219,9791,2012/2013,2012-09-01 00:00:00,DRAW,69.0,72.0
14753,1222705,9761,9908,2012/2013,2012-09-01 00:00:00,DRAW,69.0,71.0
14754,1222711,8277,10235,2012/2013,2012-09-02 00:00:00,HOME_WIN,72.0,75.0
14755,1222714,8611,9839,2012/2013,2012-09-02 00:00:00,HOME_WIN,65.0,78.0
14756,1222716,8640,10229,2012/2013,2012-09-02 00:00:00,HOME_WIN,76.0,78.0
14757,1222718,10228,8593,2012/2013,2012-09-02 00:00:00,DRAW,76.0,71.0
14758,1222720,8593,10219,2012/2013,2012-09-15 00:00:00,HOME_WIN,72.0,76.0
14759,1222722,8525,8611,2012/2013,2012-09-15 00:00:00,AWAY_WIN,78.0,61.0
14760,1222724,10228,10217,2012/2013,2012-09-15 00:00:00,AWAY_WIN,70.0,71.0
14761,1222731,9839,8464,2012/2013,2012-09-15 00:00:00,DRAW,71.0,61.0
14762,1222732,10235,6413,2012/2013,2012-09-15 00:00:00,HOME_WIN,62.0,65.0
14763,1222740,9791,9761,2012/2013,2012-09-16 00:00:00,HOME_WIN,71.0,69.0
14764,1222742,10229,9803,2012/2013,2012-09-16 00:00:00,HOME_WIN,64.0,76.0
14765,1222743,9908,8640,2012/2013,2012-09-16 00:00:00,HOME_WIN,78.0,69.0
14766,1222745,8674,8277,2012/2013,2012-09-16 00:00:00,AWAY_WIN,75.0,68.0
14767,1222749,9803,9908,2012/2013,2012-09-21 00:00:00,AWAY_WIN,69.0,64.0
14768,1222751,6413,8674,2012/2013,2012-09-22 00:00:00,AWAY_WIN,68.0,63.0
14769,1222753,10219,9839,2012/2013,2012-09-22 00:00:00,DRAW,65.0,72.0
14770,1222754,8464,8525,2012/2013,2012-09-22 00:00:00,DRAW,61.0,71.0
14771,1222757,8611,10228,2012/2013,2012-09-23 00:00:00,HOME_WIN,71.0,78.0
14772,1222758,10217,8593,2012/2013,2012-09-23 00:00:00,DRAW,76.0,65.0
14773,1222760,8277,9791,2012/2013,2012-09-22 00:00:00,DRAW,69.0,75.0
14774,1222761,9761,10229,2012/2013,2012-09-23 00:00:00,HOME_WIN,76.0,71.0
14775,1222763,8640,10235,2012/2013,2012-09-23 00:00:00,HOME_WIN,65.0,68.0
14776,1222765,10228,9761,2012/2013,2012-09-29 00:00:00,HOME_WIN,71.0,71.0
14777,1222766,10235,8464,2012/2013,2012-09-29 00:00:00,HOME_WIN,71.0,65.0
14778,1222767,9908,8277,2012/2013,2012-09-29 00:00:00,AWAY_WIN,75.0,69.0
14779,1222770,9791,10217,2012/2013,2012-09-29 00:00:00,DRAW,70.0,69.0
14780,1222772,8593,8611,2012/2013,2012-09-29 00:00:00,HOME_WIN,78.0,76.0
14781,1222775,10229,10219,2012/2013,2012-09-30 00:00:00,DRAW,72.0,76.0
14782,1222777,8525,6413,2012/2013,2012-09-30 00:00:00,AWAY_WIN,62.0,61.0
14783,1222779,8674,9803,2012/2013,2012-09-30 00:00:00,HOME_WIN,64.0,68.0
14784,1222780,9839,8640,2012/2013,2012-09-30 00:00:00,AWAY_WIN,68.0,65.0
14785,1222782,8464,10217,2012/2013,2012-10-05 00:00:00,DRAW,65.0,71.0
14786,1222784,8525,10219,2012/2013,2012-10-06 00:00:00,HOME_WIN,72.0,61.0
14787,1222785,6413,9791,2012/2013,2012-10-06 00:00:00,AWAY_WIN,69.0,62.0
14788,1222786,9803,9839,2012/2013,2012-10-06 00:00:00,HOME_WIN,65.0,64.0
14789,1222788,8593,9908,2012/2013,2012-10-07 00:00:00,DRAW,69.0,76.0
14790,1222790,8640,9761,2012/2013,2012-10-07 00:00:00,HOME_WIN,71.0,68.0
14791,1222792,8674,10235,2012/2013,2012-10-07 00:00:00,DRAW,65.0,68.0
14792,1222795,8277,10228,2012/2013,2012-10-06 00:00:00,DRAW,71.0,75.0
14793,1222796,8611,10229,2012/2013,2012-10-07 00:00:00,HOME_WIN,76.0,78.0
14794,1222799,9791,8593,2012/2013,2012-10-20 00:00:00,DRAW,76.0,69.0
14795,1222801,9803,8611,2012/2013,2012-10-20 00:00:00,DRAW,78.0,64.0
14796,1222803,9761,8277,2012/2013,2012-10-20 00:00:00,AWAY_WIN,75.0,71.0
14797,1222804,8640,8525,2012/2013,2012-10-20 00:00:00,HOME_WIN,61.0,68.0
14798,1222805,10229,8464,2012/2013,2012-10-20 00:00:00,AWAY_WIN,71.0,76.0
14799,1222808,10217,9908,2012/2013,2012-10-21 00:00:00,AWAY_WIN,69.0,65.0
14800,1222810,10219,6413,2012/2013,2012-10-21 00:00:00,AWAY_WIN,66.0,72.0
14801,1222813,9839,10235,2012/2013,2012-10-21 00:00:00,AWAY_WIN,65.0,65.0
14802,1222815,10228,8674,2012/2013,2012-10-21 00:00:00,HOME_WIN,68.0,71.0
14803,1472973,8593,9803,2013/2014,2013-08-02 00:00:00,HOME_WIN,65.0,78.0
14804,1472974,10228,10229,2013/2014,2013-08-03 00:00:00,HOME_WIN,73.0,72.0
14805,1472975,8464,8674,2013/2014,2013-08-03 00:00:00,AWAY_WIN,68.0,65.0
14806,1472976,10217,8640,2013/2014,2013-08-03 00:00:00,AWAY_WIN,75.0,70.0
14807,1472977,8611,10219,2013/2014,2013-08-03 00:00:00,DRAW,64.0,69.0
14808,1472978,7788,9761,2013/2014,2013-08-04 00:00:00,DRAW,70.0,64.0
14809,1472979,6413,10235,2013/2014,2013-08-04 00:00:00,HOME_WIN,72.0,67.0
14810,1472980,8277,9791,2013/2014,2013-08-04 00:00:00,HOME_WIN,71.0,77.0
14811,1472981,9908,6433,2013/2014,2013-08-04 00:00:00,DRAW,66.0,74.0
14812,1473104,6433,10235,2013/2014,2013-10-19 00:00:00,DRAW,72.0,66.0
14813,1473105,8674,8640,2013/2014,2013-10-20 00:00:00,HOME_WIN,76.0,68.0
14814,1473106,8611,8593,2013/2014,2013-10-19 00:00:00,DRAW,75.0,69.0
14815,1473107,9908,9761,2013/2014,2013-10-19 00:00:00,HOME_WIN,70.0,74.0
14816,1473108,10219,9803,2013/2014,2013-10-19 00:00:00,AWAY_WIN,64.0,64.0
14817,1473109,10229,7788,2013/2014,2013-10-20 00:00:00,HOME_WIN,64.0,73.0
14818,1473110,10228,8277,2013/2014,2013-10-19 00:00:00,AWAY_WIN,77.0,72.0
14819,1473111,9791,8464,2013/2014,2013-10-20 00:00:00,DRAW,65.0,70.0
14820,1473112,6413,10217,2013/2014,2013-10-20 00:00:00,HOME_WIN,70.0,64.0
14821,1473113,8464,10228,2013/2014,2013-10-25 00:00:00,HOME_WIN,72.0,65.0
14822,1473114,10217,8611,2013/2014,2013-10-26 00:00:00,HOME_WIN,69.0,69.0
14823,1473115,8593,10219,2013/2014,2013-10-26 00:00:00,DRAW,65.0,75.0
14824,1473116,7788,9908,2013/2014,2013-10-26 00:00:00,HOME_WIN,74.0,64.0
14825,1473117,9761,6433,2013/2014,2013-10-26 00:00:00,HOME_WIN,66.0,70.0
14826,1473118,10235,9791,2013/2014,2013-10-27 00:00:00,AWAY_WIN,70.0,72.0
14827,1473119,6413,10229,2013/2014,2013-10-27 00:00:00,AWAY_WIN,73.0,64.0
14828,1473120,9803,8640,2013/2014,2013-10-27 00:00:00,HOME_WIN,76.0,64.0
14829,1473121,8277,8674,2013/2014,2013-10-27 00:00:00,DRAW,68.0,77.0
14830,1473122,10219,9761,2013/2014,2013-11-01 00:00:00,HOME_WIN,70.0,65.0
14831,1473123,8593,8277,2013/2014,2013-11-02 00:00:00,AWAY_WIN,77.0,75.0
14832,1473124,10229,10217,2013/2014,2013-11-02 00:00:00,HOME_WIN,69.0,73.0
14833,1473125,8640,6413,2013/2014,2013-11-02 00:00:00,DRAW,62.0,76.0
14834,1473126,8611,8464,2013/2014,2013-11-02 00:00:00,DRAW,65.0,70.0
14835,1473127,7788,10235,2013/2014,2013-11-03 00:00:00,AWAY_WIN,72.0,64.0
14836,1473128,6433,9791,2013/2014,2013-12-04 00:00:00,DRAW,70.0,66.0
14837,1473129,8674,9803,2013/2014,2013-11-03 00:00:00,DRAW,64.0,68.0
14838,1473130,9908,10228,2013/2014,2013-11-03 00:00:00,HOME_WIN,72.0,74.0
14839,1473131,10228,10219,2013/2014,2013-11-08 00:00:00,HOME_WIN,65.0,72.0
14840,1473132,10217,7788,2013/2014,2013-11-09 00:00:00,HOME_WIN,64.0,69.0
14841,1473133,9791,8674,2013/2014,2013-11-09 00:00:00,AWAY_WIN,68.0,70.0
14842,1473134,9761,8640,2013/2014,2013-11-10 00:00:00,HOME_WIN,75.0,70.0
14843,1473135,9803,6433,2013/2014,2013-11-09 00:00:00,AWAY_WIN,66.0,64.0
14844,1473136,10235,10229,2013/2014,2013-11-10 00:00:00,DRAW,73.0,72.0
14845,1473137,8464,8593,2013/2014,2013-11-10 00:00:00,AWAY_WIN,76.0,65.0
14846,1473138,6413,8611,2013/2014,2013-11-10 00:00:00,DRAW,70.0,67.0
14847,1473139,8277,9908,2013/2014,2013-11-09 00:00:00,HOME_WIN,74.0,77.0
14848,1473140,8593,9791,2013/2014,2013-11-23 00:00:00,HOME_WIN,70.0,77.0
14849,1473141,10229,9803,2013/2014,2013-11-23 00:00:00,DRAW,64.0,73.0
14850,1473142,7788,8464,2013/2014,2013-11-23 00:00:00,HOME_WIN,65.0,61.0
14851,1473143,6433,8277,2013/2014,2013-11-24 00:00:00,AWAY_WIN,77.0,66.0
14852,1473144,8640,10228,2013/2014,2013-11-23 00:00:00,DRAW,72.0,76.0
14853,1473145,8674,6413,2013/2014,2013-11-24 00:00:00,DRAW,67.0,69.0
14854,1473146,8611,9761,2013/2014,2013-11-24 00:00:00,HOME_WIN,70.0,70.0
14855,1473147,9908,10217,2013/2014,2013-11-24 00:00:00,HOME_WIN,69.0,74.0
14856,1473148,10219,10235,2013/2014,2013-11-24 00:00:00,HOME_WIN,72.0,65.0
14857,1473149,9803,8611,2013/2014,2013-11-29 00:00:00,AWAY_WIN,70.0,64.0
14858,1473150,10228,6433,2013/2014,2013-11-30 00:00:00,HOME_WIN,66.0,72.0
14859,1473151,9761,8674,2013/2014,2013-11-30 00:00:00,DRAW,69.0,70.0
14860,1473152,8464,10229,2013/2014,2013-12-01 00:00:00,HOME_WIN,73.0,65.0
14861,1473153,6413,10219,2013/2014,2013-11-30 00:00:00,DRAW,65.0,67.0
14862,1473154,10217,8593,2013/2014,2013-12-01 00:00:00,AWAY_WIN,77.0,69.0
14863,1473155,10235,8640,2013/2014,2013-12-01 00:00:00,HOME_WIN,76.0,72.0
14864,1473156,9791,9908,2013/2014,2013-11-30 00:00:00,AWAY_WIN,74.0,70.0
14865,1473157,8277,7788,2013/2014,2013-12-01 00:00:00,HOME_WIN,64.0,77.0
14866,1473158,9908,8464,2013/2014,2013-12-06 00:00:00,HOME_WIN,65.0,74.0
14867,1473159,8593,9761,2013/2014,2013-12-07 00:00:00,HOME_WIN,70.0,77.0
14868,1473160,10229,8611,2013/2014,2013-12-07 00:00:00,AWAY_WIN,70.0,73.0
14869,1473161,8640,8277,2013/2014,2013-12-07 00:00:00,AWAY_WIN,77.0,77.0
14870,1473162,10219,7788,2013/2014,2013-12-07 00:00:00,DRAW,65.0,65.0
14871,1473163,6433,6413,2013/2014,2013-12-08 00:00:00,HOME_WIN,68.0,66.0
14872,1473164,8674,10217,2013/2014,2013-12-08 00:00:00,AWAY_WIN,69.0,69.0
14873,1473165,10228,10235,2013/2014,2013-12-08 00:00:00,AWAY_WIN,72.0,72.0
14874,1473166,9803,9791,2013/2014,2013-12-08 00:00:00,AWAY_WIN,70.0,64.0
14875,1473167,6413,10228,2013/2014,2013-12-13 00:00:00,AWAY_WIN,72.0,68.0
14876,1473168,10217,10219,2013/2014,2013-12-14 00:00:00,AWAY_WIN,60.0,68.0
14877,1473169,8464,9803,2013/2014,2013-12-14 00:00:00,HOME_WIN,64.0,65.0
14878,1473170,8611,6433,2013/2014,2013-12-14 00:00:00,HOME_WIN,66.0,70.0
14879,1473171,8277,9761,2013/2014,2013-12-15 00:00:00,HOME_WIN,70.0,77.0
14880,1473172,7788,8593,2013/2014,2013-12-15 00:00:00,AWAY_WIN,77.0,65.0
14881,1473173,10235,8674,2013/2014,2013-12-15 00:00:00,HOME_WIN,69.0,72.0
14882,1473174,9791,10229,2013/2014,2013-12-15 00:00:00,HOME_WIN,73.0,70.0
14883,1473175,9908,8640,2013/2014,2013-12-15 00:00:00,AWAY_WIN,77.0,74.0
14884,1473176,10219,8611,2013/2014,2013-12-20 00:00:00,DRAW,70.0,60.0
14885,1473177,10229,10228,2013/2014,2013-12-21 00:00:00,AWAY_WIN,72.0,73.0
14886,1473178,10235,6413,2013/2014,2013-12-21 00:00:00,HOME_WIN,68.0,72.0
14887,1473179,8674,8464,2013/2014,2013-12-22 00:00:00,HOME_WIN,65.0,70.0
14888,1473180,9791,8277,2013/2014,2013-12-21 00:00:00,DRAW,77.0,70.0
14889,1473181,6433,9908,2013/2014,2013-12-22 00:00:00,HOME_WIN,75.0,66.0
14890,1473182,9761,7788,2013/2014,2013-12-21 00:00:00,HOME_WIN,65.0,70.0
14891,1473183,8640,10217,2013/2014,2013-12-22 00:00:00,HOME_WIN,68.0,77.0
14892,1473184,9803,8593,2013/2014,2013-12-22 00:00:00,AWAY_WIN,77.0,63.0
14893,1473185,8611,9791,2013/2014,2014-01-17 00:00:00,HOME_WIN,70.0,70.0
14894,1473186,10229,9761,2013/2014,2014-01-18 00:00:00,HOME_WIN,70.0,73.0
14895,1473187,10228,9803,2013/2014,2014-01-18 00:00:00,DRAW,63.0,71.0
14896,1473188,6413,8277,2013/2014,2014-01-18 00:00:00,AWAY_WIN,77.0,68.0
14897,1473189,10219,8674,2013/2014,2014-01-18 00:00:00,DRAW,70.0,63.0
14898,1473190,8593,8640,2013/2014,2014-01-19 00:00:00,HOME_WIN,77.0,78.0
14899,1473191,7788,6433,2013/2014,2014-01-19 00:00:00,HOME_WIN,66.0,65.0
14900,1473192,8464,10217,2013/2014,2014-01-19 00:00:00,HOME_WIN,65.0,65.0
14901,1473193,9908,10235,2013/2014,2014-01-19 00:00:00,AWAY_WIN,72.0,75.0
14902,1473032,9803,7788,2013/2014,2013-08-09 00:00:00,HOME_WIN,64.0,65.0
14903,1473033,6433,10217,2013/2014,2013-08-10 00:00:00,HOME_WIN,70.0,66.0
14904,1473034,9791,6413,2013/2014,2013-08-10 00:00:00,AWAY_WIN,64.0,71.0
14905,1473035,9761,10228,2013/2014,2013-08-10 00:00:00,AWAY_WIN,72.0,70.0
14906,1473036,8640,8464,2013/2014,2013-08-10 00:00:00,HOME_WIN,65.0,75.0
14907,1473037,10229,8593,2013/2014,2013-08-11 00:00:00,HOME_WIN,78.0,73.0
14908,1473038,10235,8611,2013/2014,2013-08-11 00:00:00,AWAY_WIN,69.0,72.0
14909,1473039,8674,9908,2013/2014,2013-08-11 00:00:00,HOME_WIN,74.0,68.0
14910,1473040,10219,8277,2013/2014,2013-08-11 00:00:00,HOME_WIN,77.0,64.0
14911,1473194,9791,10219,2013/2014,2014-01-24 00:00:00,HOME_WIN,63.0,70.0
14912,1473195,10217,10235,2013/2014,2014-01-25 00:00:00,HOME_WIN,72.0,68.0
14913,1473196,9761,6413,2013/2014,2014-01-25 00:00:00,AWAY_WIN,68.0,70.0
14914,1473197,8640,10229,2013/2014,2014-01-25 00:00:00,HOME_WIN,73.0,77.0
14915,1473198,9803,9908,2013/2014,2014-01-25 00:00:00,HOME_WIN,75.0,63.0
14916,1473199,7788,10228,2013/2014,2014-01-26 00:00:00,HOME_WIN,71.0,65.0
14917,1473200,6433,8593,2013/2014,2014-01-26 00:00:00,AWAY_WIN,78.0,66.0
14918,1473201,8674,8611,2013/2014,2014-02-12 00:00:00,DRAW,69.0,71.0
14919,1473202,8277,8464,2013/2014,2014-01-26 00:00:00,DRAW,65.0,77.0
14920,1473203,10235,8277,2013/2014,2014-01-31 00:00:00,DRAW,77.0,72.0
14921,1473204,10229,8674,2013/2014,2014-02-01 00:00:00,HOME_WIN,71.0,73.0
14922,1473205,10228,10217,2013/2014,2014-02-01 00:00:00,HOME_WIN,68.0,71.0
14923,1473206,9791,9761,2013/2014,2014-02-01 00:00:00,AWAY_WIN,70.0,70.0
14924,1473207,6413,9803,2013/2014,2014-02-01 00:00:00,HOME_WIN,63.0,68.0
14925,1473208,8464,6433,2013/2014,2014-02-02 00:00:00,DRAW,60.0,65.0
14926,1473209,8611,7788,2013/2014,2014-02-02 00:00:00,HOME_WIN,65.0,69.0
14927,1473210,9908,8593,2013/2014,2014-02-02 00:00:00,DRAW,78.0,75.0
14928,1473211,10219,8640,2013/2014,2014-02-02 00:00:00,HOME_WIN,77.0,65.0
14929,1473212,10217,9791,2013/2014,2014-02-04 00:00:00,AWAY_WIN,70.0,68.0
14930,1473213,9803,10235,2013/2014,2014-02-04 00:00:00,AWAY_WIN,72.0,63.0
14931,1473214,8277,10229,2013/2014,2014-02-04 00:00:00,AWAY_WIN,73.0,77.0
14932,1473215,7788,8640,2013/2014,2014-02-05 00:00:00,AWAY_WIN,77.0,65.0
14933,1473216,6433,10219,2013/2014,2014-02-05 00:00:00,DRAW,65.0,71.0
14934,1473217,10228,8611,2013/2014,2014-02-05 00:00:00,AWAY_WIN,69.0,71.0
14935,1473218,8464,9761,2013/2014,2014-02-05 00:00:00,DRAW,70.0,65.0
14936,1473219,8593,8674,2013/2014,2014-02-06 00:00:00,HOME_WIN,71.0,76.0
14937,1473220,9908,6413,2013/2014,2014-02-06 00:00:00,AWAY_WIN,68.0,75.0
14938,1473221,8277,10217,2013/2014,2014-02-07 00:00:00,DRAW,68.0,77.0
14939,1473222,10235,8464,2013/2014,2014-02-08 00:00:00,HOME_WIN,65.0,72.0
14940,1473223,6433,10229,2013/2014,2014-02-08 00:00:00,HOME_WIN,73.0,71.0
14941,1473224,9761,9803,2013/2014,2014-02-08 00:00:00,HOME_WIN,63.0,70.0
14942,1473225,8640,8611,2013/2014,2014-02-08 00:00:00,HOME_WIN,69.0,77.0
14943,1473226,8674,10228,2013/2014,2014-02-09 00:00:00,AWAY_WIN,71.0,71.0
14944,1473227,9791,7788,2013/2014,2014-02-09 00:00:00,DRAW,65.0,70.0
14946,1473229,10219,9908,2013/2014,2014-02-09 00:00:00,HOME_WIN,75.0,65.0
14947,1473230,8640,9791,2013/2014,2014-02-14 00:00:00,HOME_WIN,70.0,77.0
14948,1473231,10229,9908,2013/2014,2014-02-15 00:00:00,DRAW,75.0,73.0
14949,1473232,9803,10217,2013/2014,2014-02-15 00:00:00,AWAY_WIN,65.0,63.0
14950,1473233,8611,8277,2013/2014,2014-02-15 00:00:00,HOME_WIN,77.0,69.0
14951,1473234,10219,8464,2013/2014,2014-02-15 00:00:00,AWAY_WIN,65.0,65.0
14952,1473235,8593,10228,2013/2014,2014-02-16 00:00:00,HOME_WIN,71.0,78.0
14953,1473236,7788,6413,2013/2014,2014-02-16 00:00:00,HOME_WIN,68.0,66.0
14954,1473237,8674,6433,2013/2014,2014-02-16 00:00:00,HOME_WIN,71.0,71.0
14955,1473238,9761,10235,2013/2014,2014-02-16 00:00:00,DRAW,72.0,70.0
14956,1473239,10217,6433,2013/2014,2014-02-21 00:00:00,HOME_WIN,71.0,65.0
14957,1473240,7788,9803,2013/2014,2014-02-22 00:00:00,HOME_WIN,63.0,66.0
14958,1473241,10228,9761,2013/2014,2014-02-22 00:00:00,DRAW,70.0,71.0
14959,1473242,8464,8640,2013/2014,2014-02-22 00:00:00,AWAY_WIN,77.0,65.0
14961,1473244,8593,10229,2013/2014,2014-02-23 00:00:00,HOME_WIN,73.0,78.0
14962,1473245,8611,10235,2013/2014,2014-02-23 00:00:00,DRAW,72.0,69.0
14963,1473246,9908,8674,2013/2014,2014-02-23 00:00:00,HOME_WIN,71.0,75.0
14964,1473247,8277,10219,2013/2014,2014-02-23 00:00:00,HOME_WIN,64.0,77.0
14965,1473248,9791,10228,2013/2014,2014-02-28 00:00:00,AWAY_WIN,71.0,71.0
14966,1473249,10217,9761,2013/2014,2014-03-01 00:00:00,DRAW,70.0,65.0
14967,1473250,10229,10219,2013/2014,2014-03-02 00:00:00,HOME_WIN,64.0,73.0
14968,1473251,6413,8464,2013/2014,2014-03-01 00:00:00,DRAW,65.0,68.0
14969,1473252,8277,9803,2013/2014,2014-03-01 00:00:00,HOME_WIN,63.0,77.0
14970,1473253,10235,8593,2013/2014,2014-03-02 00:00:00,AWAY_WIN,78.0,72.0
14971,1473254,6433,8640,2013/2014,2014-03-01 00:00:00,AWAY_WIN,77.0,71.0
14972,1473255,8674,7788,2013/2014,2014-03-02 00:00:00,DRAW,66.0,71.0
14973,1473256,9908,8611,2013/2014,2014-03-02 00:00:00,DRAW,69.0,75.0
14974,1473257,10229,9791,2013/2014,2014-03-08 00:00:00,HOME_WIN,71.0,73.0
14975,1473258,10228,6413,2013/2014,2014-03-08 00:00:00,HOME_WIN,64.0,71.0
14976,1473259,9761,8277,2013/2014,2014-03-08 00:00:00,AWAY_WIN,77.0,70.0
14977,1473260,8640,9908,2013/2014,2014-03-08 00:00:00,HOME_WIN,75.0,77.0
14978,1473261,9803,8464,2013/2014,2014-03-08 00:00:00,HOME_WIN,66.0,63.0
14979,1473262,8593,7788,2013/2014,2014-03-09 00:00:00,DRAW,66.0,78.0
14980,1473263,6433,8611,2013/2014,2014-03-09 00:00:00,HOME_WIN,69.0,71.0
14981,1473264,8674,10235,2013/2014,2014-03-09 00:00:00,AWAY_WIN,72.0,71.0
14982,1473265,10219,10217,2013/2014,2014-03-09 00:00:00,DRAW,68.0,64.0
14983,1473266,7788,10219,2013/2014,2014-03-14 00:00:00,HOME_WIN,63.0,66.0
14984,1473267,10217,8674,2013/2014,2014-03-15 00:00:00,HOME_WIN,71.0,68.0
14985,1473268,9791,9803,2013/2014,2014-03-15 00:00:00,HOME_WIN,63.0,71.0
14986,1473269,9761,8593,2013/2014,2014-03-16 00:00:00,DRAW,78.0,70.0
14987,1473270,8277,8640,2013/2014,2014-03-15 00:00:00,AWAY_WIN,77.0,77.0
14988,1473271,10235,10228,2013/2014,2014-03-16 00:00:00,HOME_WIN,71.0,72.0
14989,1473272,8464,9908,2013/2014,2014-03-16 00:00:00,DRAW,75.0,65.0
14990,1473273,6413,6433,2013/2014,2014-03-16 00:00:00,HOME_WIN,71.0,69.0
14991,1473274,8611,10229,2013/2014,2014-03-16 00:00:00,HOME_WIN,73.0,69.0
14993,1473276,10228,8464,2013/2014,2014-03-22 00:00:00,DRAW,65.0,71.0
14994,1473277,8640,9803,2013/2014,2014-03-22 00:00:00,HOME_WIN,63.0,77.0
14995,1473278,8611,10217,2013/2014,2014-04-02 00:00:00,DRAW,68.0,69.0
14996,1473279,10219,8593,2013/2014,2014-04-02 00:00:00,AWAY_WIN,78.0,63.0
14997,1473280,6433,9761,2013/2014,2014-04-02 00:00:00,HOME_WIN,70.0,71.0
14998,1473281,8674,8277,2013/2014,2014-03-22 00:00:00,HOME_WIN,77.0,71.0
14999,1473282,9791,10235,2013/2014,2014-04-02 00:00:00,AWAY_WIN,72.0,71.0
15000,1473283,9908,7788,2013/2014,2014-04-02 00:00:00,HOME_WIN,66.0,75.0
15001,1473041,7788,8674,2013/2014,2013-08-17 00:00:00,HOME_WIN,68.0,64.0
15002,1473042,8464,6413,2013/2014,2013-08-17 00:00:00,AWAY_WIN,64.0,65.0
15003,1473043,8640,6433,2013/2014,2013-08-17 00:00:00,HOME_WIN,66.0,76.0
15004,1473044,9803,8277,2013/2014,2013-08-17 00:00:00,DRAW,77.0,65.0
15005,1473045,10219,10229,2013/2014,2013-08-17 00:00:00,AWAY_WIN,73.0,64.0
15006,1473046,8593,10235,2013/2014,2013-08-18 00:00:00,HOME_WIN,72.0,78.0
15007,1473047,10228,9791,2013/2014,2013-08-18 00:00:00,AWAY_WIN,71.0,72.0
15008,1473048,9761,10217,2013/2014,2013-08-18 00:00:00,AWAY_WIN,70.0,70.0
15009,1473049,8611,9908,2013/2014,2013-08-18 00:00:00,HOME_WIN,66.0,69.0
15010,1473284,9761,9908,2013/2014,2014-03-28 00:00:00,DRAW,75.0,70.0
15011,1473285,7788,10229,2013/2014,2014-03-30 00:00:00,DRAW,73.0,66.0
15012,1473286,8464,9791,2013/2014,2014-03-29 00:00:00,AWAY_WIN,71.0,65.0
15013,1473287,8640,8674,2013/2014,2014-03-29 00:00:00,AWAY_WIN,71.0,77.0
15014,1473288,8277,10228,2013/2014,2014-03-29 00:00:00,DRAW,71.0,77.0
15015,1473289,10217,6413,2013/2014,2014-03-30 00:00:00,DRAW,64.0,68.0
15016,1473290,8593,8611,2013/2014,2014-03-30 00:00:00,HOME_WIN,69.0,78.0
15017,1473291,10235,6433,2013/2014,2014-03-30 00:00:00,HOME_WIN,71.0,72.0
15018,1473292,9803,10219,2013/2014,2014-03-30 00:00:00,AWAY_WIN,63.0,63.0
15019,1473293,6413,8674,2013/2014,2014-04-04 00:00:00,AWAY_WIN,71.0,69.0
15020,1473294,10228,8640,2013/2014,2014-04-05 00:00:00,HOME_WIN,77.0,71.0
15021,1473296,9761,8611,2013/2014,2014-04-05 00:00:00,AWAY_WIN,69.0,70.0
15022,1473297,8464,7788,2013/2014,2014-04-05 00:00:00,DRAW,66.0,65.0
15023,1473298,10217,9908,2013/2014,2014-04-06 00:00:00,HOME_WIN,75.0,68.0
15024,1473299,10235,10219,2013/2014,2014-04-06 00:00:00,HOME_WIN,63.0,72.0
15025,1473300,9803,10229,2013/2014,2014-04-06 00:00:00,DRAW,73.0,63.0
15026,1473314,9791,6433,2013/2014,2014-04-05 00:00:00,AWAY_WIN,71.0,71.0
15027,1473319,8277,8593,2013/2014,2014-04-06 00:00:00,DRAW,78.0,77.0
15028,1473302,8674,9761,2013/2014,2014-04-11 00:00:00,HOME_WIN,70.0,71.0
15029,1473303,10229,8464,2013/2014,2014-04-13 00:00:00,DRAW,65.0,73.0
15030,1473304,7788,8277,2013/2014,2014-04-12 00:00:00,HOME_WIN,77.0,66.0
