,match_api_id,home_team_api_id,away_team_api_id,season,date,result_label,away_Attacker_rating,home_Attacker_rating,away_Defender_rating,home_Defender_rating,away_Goalkeeper_rating,home_Goalkeeper_rating,away_Midfielder_rating,home_Midfielder_rating,Unnamed: 0,HEAD_2_HEAD_HOME_TEAM_WINS,HEAD_2_HEAD_HOME_TEAM_LOSS,HEAD_2_HEAD_DRAW,HOME_WIN_RATE,HOME_WIN_RATE_THIS_SEASON,AWAY_WIN_RATE,AWAY_WIN_RATE_THIS_SEASON,AWAY_WIN_RATE_AT_THIS_GROUND
13134,1223069,9791,8640,2012/2013,1/26/13 0:00,AWAY_WIN,74.0,67.0,0.0,64.66666667,69.0,71.0,76.33333333,69.2,13134,0.0,0.875,0.125,0.524590164,0.375,0.46875,0.555555556,0.75
13135,1223072,6413,10228,2012/2013,1/26/13 0:00,DRAW,73.0,64.5,67.75,65.33333333,73.0,67.0,69.0,66.0,13135,0.0,1.0,0.0,0.111111111,0.111111111,0.254237288,0.0,0.277777777667
13136,1223073,10219,9761,2012/2013,1/26/13 0:00,AWAY_WIN,68.0,68.0,66.75,67.0,70.0,74.0,66.4,65.5,13136,0.2,0.8,0.0,0.35,0.4,0.203389831,0.111111111,0.5
13137,1223074,8277,8593,2012/2013,1/27/13 0:00,HOME_WIN,76.0,72.5,72.66666667,72.33333333,78.0,76.0,75.0,73.2,13137,0.142857143,0.857142857,0.0,0.363636364,0.333333333,0.548387097,0.444444444,1.0
13138,1223075,10235,8611,2012/2013,1/27/13 0:00,DRAW,73.0,70.5,74.0,74.25,78.0,72.0,75.5,70.5,13138,0.375,0.5,0.125,0.65,0.777777778,0.523076923,0.5,0.25
13139,1223076,8464,8674,2012/2013,1/27/13 0:00,HOME_WIN,68.0,67.5,68.5,65.66666667,66.0,67.0,68.0,68.5,13139,0.666666667,0.333333333,0.0,0.339622642,0.222222222,0.25862069,0.333333333,0.5
13140,1223078,9908,8525,2012/2013,1/27/13 0:00,HOME_WIN,65.0,68.66666667,64.33333333,68.75,61.0,73.0,62.6,70.33333333,13140,0.75,0.0,0.25,0.442622951,0.444444444,0.057142857,0.0,0.0
13141,1223084,10219,10228,2012/2013,2/1/13 0:00,AWAY_WIN,73.0,68.0,68.33333333,67.0,73.0,74.0,69.16666667,64.75,13141,0.2,0.6,0.2,0.341463415,0.363636364,0.25,0.0,1.0
13142,1223088,9761,6413,2012/2013,2/2/13 0:00,HOME_WIN,65.33333333,68.0,65.33333333,66.75,67.0,70.0,66.5,66.4,13142,0.0,1.0,0.0,0.451612903,0.3,0.3,0.3,0.25
13143,1223090,8640,10217,2012/2013,2/2/13 0:00,HOME_WIN,65.0,74.0,64.25,0.0,70.0,69.0,67.4,76.33333333,13143,0.714285714,0.142857143,0.142857143,0.758064516,0.8,0.254237288,0.3,0.333333333
13144,1223091,10229,8674,2012/2013,2/2/13 0:00,AWAY_WIN,69.0,72.5,68.33333333,70.5,66.0,75.0,67.6,71.16666667,13144,0.5,0.25,0.25,0.587301587,0.3,0.254237288,0.3,0.25
